smiles,group,FDAMDD
O=C(O[C@@H]1C(N2CCCCC2)C[C@]2(C)[C@@H]3[C@H]([C@H]4[C@@](C)(C(OC(=O)C)C([N+]5(C)CCCCC5)C4)CC3)CC[C@H]2C1)C,training,1.0
O(C)c1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,training,0.0
O=C1C(/C(=C/CC)/C)(CC)C(=O)NC(=O)N1,training,0.0
O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)C=C(C)C(=O)N1,training,0.0
Clc1ccc(C(=O)c2n(C)c(CC(=O)O)cc2C)cc1,training,0.0
O(CCO)Cn1c2N=C(N)NC(=O)c2nc1,training,0.0
Nc1ncnc2nc[nH]c12,training,0.0
P(=O)(OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)(O)O,training,1.0
S=C1N(CC=C)C(=O)C(CC(C)C)N1,training,0.0
O=C1C(CC=C)(CC=C)C(=O)NC(=O)N1,training,0.0
O=C(O[C@]1([C@@H](C)CN(C)CC1)c1ccccc1)CC,training,1.0
Clc1c(C[N+](CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc2c(Cl)cccc2)(CC)CC)cccc1,training,1.0
Brc1c(N)c(CNC2CCC(O)CC2)cc(Br)c1,training,1.0
O=C(N[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@@H](N)C1)[C@@H](O)CCN,training,0.0
O=C(O)C(NC(=O)c1ccc(NCc2nc3c(N)nc(N)nc3nc2)cc1)CCC(=O)O,training,1.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](N)c1ccc(O)cc1,training,0.0
O=C1C(N)=CC(c2ccncc2)=CN1,training,1.0
O(C)[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@@H]2[C@H](N)CC[C@@H]([C@@H](N)C)O2)[C@H](O)[C@@H]1NC,training,0.0
C(c1sccc1)(c1sccc1)=C1CN(C)CCC1,training,0.0
Clc1ccc(CC2=NN(C(=O)c3c2cccc3)C2CCN(C)CCC2)cc1,training,1.0
S(=O)(=O)(O)N1[C@@H](C)[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2nc(N)sc2)C1=O,training,0.0
O=C1N(C)C(=O)c2n(CCN(CCO)CC)c(Cc3ccccc3)nc2N1C,training,0.0
O(CCCN(C)C)C1(Cc2ccccc2)CCCCCC1,training,0.0
O=[N+]([O-])c1cc([C@@H]2C(C(=O)OC)=C(C)NC(C)=C2C(=O)O[C@H]2CN(Cc3ccccc3)CCC2)ccc1,training,1.0
O=C(Oc1c(C(=O)Oc2ccc(NC(=O)C)cc2)cccc1)C,training,0.0
Clc1ccc(-c2oc3c(n2)cc(C(C(=O)O)C)cc3)cc1,training,0.0
O=C(NNCc1c(O)c(O)c(O)cc1)C(N)CO,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N=C(CSCc3ccccc3)Nc2c1,training,1.0
C(=C/C=C/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C)(\C=C\C=C(\C=C\C=1C(C)(C)CCCC=1C)/C)/C,training,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)c4ccccc4)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
N(=C(NCc1ccccc1)NC)C,training,0.0
S(=O)(=O)(C[C@](O)(C(=O)Nc1cc(C(F)(F)F)c(C#N)cc1)C)c1ccc(F)cc1,training,1.0
O=C(CCCN1CCCC1)c1c(OC)cc(OC)cc1OC,training,0.0
O=C(CCC)N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CCC1,training,1.0
O(CC(O)CNC(C)(C)C)c1c(C#N)cccc1,training,1.0
N(CCNc1onc(-c2ccccc2)n1)(CCCC)CCCC,training,0.0
N(CC(CC1c2c(cccc2)CCc2c1cccc2)C)(C)C,training,1.0
O=C1N(C)C(=O)c2n(C)cnc2N1C,training,0.0
O=C(NC(=O)C(C(CC)C)CC)N,training,0.0
O=C(OCC[N+](C)(C)C)N,training,1.0
S=C1N(C(=O)OCC)C=CN1C,training,1.0
O(CC(O)CNC(C)(C)C)c1c2c(NC(=O)CC2)ccc1,training,1.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3nc(N)sc3)[C@H]2SC1)c1n(C)nnn1,training,0.0
S(CC#N)CC(=O)N[C@]1(OC)C(=O)N2C(C(=O)O)=C(CSc3n(C)nnn3)CS[C@H]12,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](NC(=O)N3C(=O)C(=O)N(CC)CC3)c3ccc(O)cc3)[C@H]2SC1)c1n(C)nnn1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)/C(=N/OC)/c1nc(N)sc1,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3nc(N)sc3)[C@H]2SC1)c1n(CCN(C)C)nnn1,training,0.0
O=C(OCC1=C(C(=O)OC(OC(=O)C(OC)(C)C)C)N2C(=O)[C@@H](NC(=O)/C(=N/OC)/c3occc3)[C@H]2SC1)N,training,0.0
S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(C)cc3)cc(C(F)(F)F)n2)cc1,training,0.0
Clc1c(C(=O)OCCN(CC)CC)ccc(N)c1,training,0.0
Clc1ccc(C(CCN(C)C)c2ncccc2)cc1,training,1.0
Clc1ccc(C(OCCN(C)C)(C)c2ccccc2)cc1,training,0.0
Clc1ccc(CC(N)(C)C)cc1,training,1.0
Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,training,0.0
Clc1c2[C@](O)(C)[C@@H]3C(C(=O)[C@]4(O)C(O)=C(C(=O)N)C(=O)[C@@H](N(C)C)[C@@H]4C3)=C(O)c2c(O)cc1,training,0.0
Ic1c([O-])c(I)cc2C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)[O-])=C3C(=C(I)C(=O)C(I)=C3)Oc12,training,1.0
O[C@@H]1[C@@H](c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1,training,0.0
S(CCNC(=NC)NC#N)Cc1c(C)[nH]cn1,training,0.0
Fc1ccc(C2(CCCN(C)C)OCc3c2ccc(C#N)c3)cc1,training,1.0
Clc1c(N)cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)CC2)c1,training,1.0
Clc1ccc(CC(O)(C(CN(C)C)C)C)cc1,training,0.0
Clc1c(C23OCCN2CC(=O)Nc2c3cc(Cl)cc2)cccc1,training,1.0
O(C)c1c2O[C@H]3[C@@H](O)C=C[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,training,0.0
O=C(O)C=1Oc2c(c(OCC(O)COc3c4C(=O)C=C(C(=O)O)Oc4ccc3)ccc2)C(=O)C=1,training,0.0
O=[N+]([O-])c1ccc(-c2oc(/C=N/N3C(=O)NC(=O)C3)cc2)cc1,training,0.0
O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,1.0
Clc1cc2S(=O)(=O)N=C(C)Nc2cc1,training,0.0
O=C(O[C@@H]1[C@H](c2ccc(OC)cc2)Sc2c(N(CCN(C)C)C1=O)cccc2)C,training,0.0
O=C(N(C)C)C,training,1.0
O(C(c1ccccc1)c1ccccc1)CCN(C)C,training,1.0
S(SC(=S)N(CC)CC)C(=S)N(CC)CC,training,0.0
OCCN(CCO)c1oc(c(-c2ccccc2)n1)-c1ccccc1,training,0.0
C(\C=C\c1[n+](CC)c2c(s1)cccc2)=C/C=C\1/N(CC)c2c(S/1)cccc2,training,1.0
O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1Oc2c(OC1)cccc2,training,1.0
O=C(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C)CCc1ccccc1,training,1.0
OC[C@@H](NCCN[C@H](CO)CC)CC,training,0.0
O=C(O)CCCCCCC/C=C\CCCCCCCC,training,0.0
O(CC)c1c(OCC)ccc(Cc2nccc3c2cc(OCC)c(OCC)c3)c1,training,0.0
Cl/C=C\C(O)(C#C)CC,training,0.0
O=C(OCC)C1(c2ccccc2)CCN(C)CCC1,training,0.0
N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(CC)CC,training,0.0
O=C(O[C@@H]1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](OC(=O)C)(C#C)CC4)CC3)CC2)CC1)C,training,1.0
Clc1ccc(OC(C(=O)OCCn2c3C(=O)N(C)C(=O)N(C)c3nc2)(C)C)cc1,training,0.0
N(=N/n1c(c(C)[n+]2c1cccc2)-c1ccccc1)\n1c(c(C)[n+]2c1cccc2)-c1ccccc1,training,1.0
Clc1ccc(C(O)(CC(O)(C)C)C)cc1,training,0.0
O=C(NC(C)(C)C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@H](NC(=O)C=C4)CC3)CC2)CC1,training,1.0
O=C(O)CCC(=O)c1cc2-c3c4c(ccc3)cccc4-c2cc1,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CCC=1[C@]2(C)CCC(=O)C=1,training,1.0
FC(F)(F)c1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,1.0
O=C(O)CC1(CN)CCCCC1,training,0.0
SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,training,0.0
O=C1C(CC)(c2ccccc2)CCC(=O)N1,training,0.0
OC(CO)CO,training,0.0
O=Cc1c(O)c(O)c(C(C)C)c2c1c(O)c(-c1c(O)c3c(C=O)c(O)c(O)c(C(C)C)c3cc1C)c(C)c2,training,1.0
O=C(NC1C[C@@H]2N(C)[C@H](C1)CCC2)c1nn(C)c2c1cccc2,training,1.0
N(=C(N)N)CCN1CCCCCCC1,training,1.0
N=C(N)N,training,0.0
OC(CN1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCCC1,training,1.0
O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(C(=O)c3c(O)c2C1)cccc4,training,1.0
S(=O)(=O)([O-])CCCC[N+]1=C(/C=C\C=C/C=C\C=C/2\N(CCCCS(=O)(=O)[O-])c3c(C\2(C)C)c2c(cc3)cccc2)C(C)(C)c2c3c(ccc12)cccc3,training,1.0
N(C(CCC=C(C)C)C)C,training,0.0
O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],training,1.0
O=C1c2sccc2C(=C2CCN(C)CC2)c2c(cccc2)C1,training,1.0
O=C(O)C(O)C,training,0.0
O=C(O)C(NC(=O)c1ccc(NCC2N(C=O)C=3C(=O)NC(N)=NC=3NC2)cc1)CCC(=O)O,training,0.0
[C@@H]1(c2ccccc2)N=C2SCCN2C1,training,1.0
O[C@H](CO)CN1CCN(c2ccccc2)CC1,training,0.0
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(C[C@H](N)C(=O)O)c1,training,1.0
Clc1c(OC(C)C2=NCCN2)c(Cl)ccc1,training,1.0
ClC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2CC1,training,0.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@H]3OC(=O)C[C@H](O)C3)[C@@H](C)C=CC2=C[C@H](C)C1)[C@H](CC)C,training,1.0
Clc1cc2C(N3CCN(C)CC3)=Nc3c(Oc2cc1)cccc3,training,0.0
O=C(O)[C@@H](N)CCCCN,training,0.0
O=C(O)C(O)c1ccccc1,training,0.0
O=C(OC1C[N+](C)(C)CCC1)C(O)(c1ccccc1)c1ccccc1,training,1.0
O=C(OCC)C1(c2ccccc2)CCN(C)CC1,training,0.0
C(N1c2c(Sc3c1cccc3)cccc2)C1C2CCN(C1)CC2,training,1.0
O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,training,1.0
O=C(OCC[N+](CC)(CC)C)C1c2c(Oc3c1cccc3)cccc2,training,0.0
O=C1N(C)C(=O)NC(=O)C1(C(C#CCC)C)CC=C,training,1.0
O=C(OC)c1ccc(O)cc1,training,0.0
O=C(O[C@@]1(C(=O)COC(=O)C)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1)CC,training,1.0
O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1)C,training,1.0
O=C(O)[C@@](N)(Cc1ccc(O)cc1)C,training,0.0
O=C(OC)CCCCCC[C@@H]1[C@@H](/C=C/CC(O)(CCCC)C)[C@H](O)CC1=O,training,1.0
O=C(OC[C@H]1[C@]2(OC)N(C=3C(=O)C(C)=C(N)C(=O)C1=3)C[C@@H]1N[C@H]21)N,training,1.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)c3c(OCC)ccc4c3cccc4)C(=O)N12,training,0.0
Oc1c2O[C@H]3C(=C)CC[C@@]4(O)[C@@H]5N(CC6CC6)CC[C@]34c2c(cc1)C5,training,1.0
O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(CC=C)CC3)C4)CC1,training,1.0
O=C(O)c1cnccc1,training,0.0
O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,training,1.0
O=[N+]([O-])c1cc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OC)ccc1,training,1.0
Nc1c2c(C(c3ccccc3)CN(C)C2)ccc1,training,0.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,1.0
O=C1OC[C@]2(C)[C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC[C@H]2C1,training,1.0
O=S1(=O)c2c(N(CC(CN(C)C)C)c3c1cccc3)cccc2,training,1.0
CC1OC(C)OC(C)O1,training,0.0
O([C@H]1[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](N)C[C@@H](N)[C@@H]1O)[C@H]1[C@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@H](CN)O2)[C@@H](CO)O1,training,0.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)COc1ccccc1,training,0.0
Oc1cc2[C@@]3(C)[C@@H](C)[C@H](N(CC=C(C)C)CC3)Cc2cc1,training,1.0
OC[C@@H]1[C@@H](O)C[C@H](n2c3NC=NC[C@@H](O)c3nc2)O1,training,1.0
C(CC1NCCCC1)(C1CCCCC1)C1CCCCC1,training,0.0
N(C(=NCCc1ccccc1)N)=C(N)N,training,1.0
O=C1C(c2ccccc2)C(=O)c2c1cccc2,training,0.0
O=C1C(C(CC)c2ccccc2)=C(O)c2c(O1)cccc2,training,1.0
Oc1cc(N(CC2=NCCN2)c2ccc(C)cc2)ccc1,training,1.0
O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccccc1,training,0.0
O=C1C(C/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C)=C(C)C(=O)c2c1cccc2,training,1.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](NC(=O)N1C(=O)C(=O)N(CC)CC1)c1ccccc1,training,0.0
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,training,1.0
Clc1c(N2CC=CC2)ccc(C(C(=O)O)C)c1,training,0.0
O/N=C/c1[n+](C)cccc1,training,0.0
S(=O)(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,training,0.0
O=C(N(CCC)CCC)C(NC(=O)c1ccccc1)CCC(=O)O,training,0.0
N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,training,1.0
O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,training,0.0
O=C(OCCC)c1ccc(O)cc1,training,0.0
O=C1N(C(C)C)c2c(C(c3ccccc3)=N1)ccc(C)c2,training,0.0
O=C(NNCC)[C@H]1[C@H](CO)[C@@H](O)c2c([C@H]1c1cc(OC)c(OC)c(OC)c1)cc1OCOc1c2,training,1.0
O=C([C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)N1[C@H](C(=O)N)CCC1,training,1.0
O=C(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)Cc2c(cccc2)C1)C)CCc1ccccc1,training,1.0
O(C)c1cc2c([C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,training,0.0
O=C(c1c(-c2ccc(O)cc2)sc2c1ccc(O)c2)c1ccc(OCCN2CCCCC2)cc1,training,0.0
O=C(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@@H]2[C@H](C1)CN1[C@@H](c3[nH]c4c(c3CC1)ccc(OC)c4)C2)/C=C/c1cc(OC)c(OC)c(OC)c1,training,1.0
O=C(N)c1nn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)cn1,training,0.0
N([C@@H](Cc1ccccc1)C)(CC#C)C,training,1.0
Clc1ccc(C2(C(N(C)C)CC(C)C)CCC2)cc1,training,1.0
S(=O)(=O)(N1CCN(C)CC1)c1cc(c(OCC)cc1)C1=Nc2c(CCC)nn(C)c2C(=O)N1,training,1.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@H]3OC(=O)C[C@H](O)C3)[C@@H](C)C=CC2=C[C@H](C)C1)C(CC)(C)C,training,1.0
N12[C@@H]([C@@H]3CN4[C@H]([C@H](C1)C3)CCCC4)CCCC2,training,0.0
O=C[C@]1(O)[C@@H](O[C@H]2[C@@H](NC)[C@H](O)[C@@H](O[C@H]3[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@H](CO)O2)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]2N=C(N)N)O[C@H]1C,training,0.0
S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1nnc(OC)cc1)c1ccc(N)cc1,training,0.0
O=C(OCC)Oc1c(OC)cc(C(=O)O[C@H]2[C@H](OC)[C@@H](C(=O)OC)[C@@H]3[C@H](C2)CN2[C@@H](c4[nH]c5c(c4CC2)ccc(OC)c5)C3)cc1OC,training,1.0
O=C1C(C(CC)C)(CC=C)C(=O)NC(=O)N1,training,0.0
O=C(O)c1c(-c2ccc(Cn3c(CCC)nc4c(C)cc(-c5n(C)c6c(n5)cccc6)cc34)cc2)cccc1,training,1.0
S(=O)(=O)(N(C)C)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,1.0
S(C(=O)C(c1ccccc1)c1ccccc1)CCN(CC)CC,training,0.0
C(c1ccccc1)C1=NCCN1,training,0.0
O(C)c1cc([C@]2(O)[C@@H](CN(C)C)CCCC2)ccc1,training,0.0
ClC(Cl)C1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,training,1.0
O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@@]5(O[C@@H]5C(O)=C(C#N)C4)CC3)CC2)CC1,training,0.0
O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,training,0.0
C(=C\CN1CCCC1)(\c1ncccc1)/c1ccc(C)cc1,training,1.0
OCC(N)(CO)CO,training,0.0
O(C)c1c([O-])c2Oc3ccc(cc3)C[C@@H]3[N+](C)CCc4c3cc(c(OC)c4)Oc3c(O)ccc(c3)C[C@H]3[N+](C)(C)CCc(c23)c1,training,1.0
O=C(O)[C@@H](N)Cc1ccc(O)cc1,training,0.0
O=C(O)CC[C@@H](C)[C@@H]1[C@]2(C)[C@H]([C@@H]3[C@@H](O)C[C@H]4[C@@](C)([C@H]3CC2)CC[C@@H](O)C4)CC1,training,0.0
O=C(O)C(CCC)CCC,training,0.0
O=C(OC)[C@@]1(c2c(OC)cc3N(C)[C@H]4[C@@](O)(C(=O)N)[C@H](O)[C@@]5(CC)[C@@H]6N(CC=C5)CC[C@]46c3c2)c2[nH]c3c(c2CCN2C[C@](O)(CC)C[C@H](C1)C2)cccc3,training,1.0
O=C(CC(c1ccccc1)C=1C(=O)Oc2c(C=1O)cccc2)C,training,1.0
O=C(Nc1ccccc1)C,test,0.0
O=C(O)c1c2n(Cc3ccc(-c4c(-c5n[nH]nn5)cccc4)cc3)c(OCC)nc2ccc1,test,1.0
O=C(OCCN(CC)CC)C1(c2ccccc2)CCCC1,test,0.0
Clc1cc(Cc2c(O)ccc(Cl)c2)c(O)cc1,test,0.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)CCCCCC,test,1.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,test,0.0
O=C(C[C@@H]1N(C)[C@H](C[C@H](O)c2ccccc2)CCC1)c1ccccc1,test,1.0
ClCCNC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CNCCCl,test,1.0
O(CC(O)CO)c1c(C)cccc1,test,0.0
C(N1c2c(Sc3c1cccc3)cccc2)C1CN(C)CC1,test,1.0
CN1CC2N(c3c(cccc3)Cc3c2cccc3)CC1,test,1.0
O=C1C(CN2CCOCC2)CCc2[nH]c(C)c(CC)c12,test,0.0
O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,test,0.0
CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,test,1.0
O(C)c1c2O[C@H]3C(=O)CC[C@@]4(O)[C@@H]5N(C)CC[C@]34c2c(cc1)C5,test,0.0
O=C(CCCCN1C(=O)N(C)c2ncn(C)c2C1=O)C,test,0.0
O=C(O[C@H]1[C@@H](N2CC[N+](C)(C)CC2)C[C@@H]2[C@]1(C)CC[C@@H]1[C@]3(C)[C@H](C[C@H](OC(=O)C)[C@@H](N4CC[N+](C)(C)CC4)C3)CC[C@@H]21)C,test,1.0
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,test,1.0
O([C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O1)[C@@H]1C=C2[C@@](C)([C@@H]3[C@H]([C@]4(O)[C@@](C)([C@@H](C5=COC(=O)C=C5)CC4)CC3)CC2)CC1,test,1.0
Clc1c(S(=O)(=O)N)cc2C(=O)NC(CC)Nc2c1,test,0.0
BrC(Br)(Br)CO,test,0.0
O=C(N1CCOCC1)c1cc(OC)c(OC)c(OC)c1,test,0.0
O=C(OCCN(CC)CC)C(c1ccccc1)c1ccccc1,test,0.0
P(=O)(O)(O)C(P(=O)(O)O)(O)CCCN,test,1.0
O=C1N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=NC(N)=N1,test,0.0
O=C(OCC)c1ccc(N)cc1,test,1.0
S(=O)(=O)([O-])c1c2c(c(N/N=C/3\C(=O)/C(=N\Nc4c5c(c(S(=O)(=O)[O-])cc4)cccc5)/C=C(CO)C\3=O)cc1)cccc2,test,1.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(OC)CS[C@H]12)[C@H](N)C1=CCC=CC1,test,0.0
S(=O)(=O)(O)C(C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(C(=O)N)cc3)CS[C@H]12)c1ccccc1,test,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)c1ccccc1,test,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)C1=CCC=CC1,test,0.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H](C(=O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,test,0.0
[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,test,1.0
OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C(O)O1,test,0.0
O=C1N(N(C)C(C)=C1)c1ccccc1,test,0.0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,test,0.0
O=C1OC2(CN1)CCN(CCc1ccccc1)CC2,test,0.0
P(=O)(OC(CO)CO)(O)O,test,0.0
Fc1ccc(C(=O)C2CCN(CCN3C(=O)Nc4c(C3=O)cccc4)CC2)cc1,test,1.0
O=C(OC(C[N+](C)(C)C)C)C,test,1.0
O=C1N(C)C(=O)NC(=O)C1(CC)CC,test,0.0
O(C)c1c(C(O)C(N)C)cc(OC)cc1,test,1.0
Ic1c(N(C(=O)C)C)c(I)c(C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)OC2O)c(I)c1NC(=O)C,test,0.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1,test,0.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)C12C=CC(C)(CC1)CC2,test,1.0
O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,test,1.0
OC(c1ccccc1)(c1ccccc1)C1NCCCC1,test,1.0
O(C)c1c(OC)ccc(C2=NN=C(C)C(CC)c3c2cc(OC)c(OC)c3)c1,test,1.0
S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,test,0.0
Clc1c(CCN2CCN(c3nsc4c3cccc4)CC2)cc2c(NC(=O)C2)c1,test,1.0
O[C@]1(CC=C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CCCC4)CC3)CC2)CC1,test,1.0
O=NOCCC(C)C,test,0.0
O=C1C(CC)(CC)C(=O)NC(=O)N1,test,0.0
O(CC(C)C)CC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,test,0.0
O=C(CCC)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,test,1.0
O=C([O-])CC(O)C[N+](C)(C)C,test,0.0
ClC=1C=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@](O)(C(=O)C)CC4)CC3)C=1)CCC(=O)C=2,test,1.0
O(C)c1cc2c(cc1)C[C@@H]1N(C)CC[C@]32[C@@H]1CCCC3,test,1.0
O(C)c1c(OC)cc2c([C@@H](C[C@@H]3[C@@H](CC)CN4[C@H](c5c(cc(OC)c(OC)c5)CC4)C3)NCC2)c1,test,1.0
S(=O)(=O)(Nc1ncc(OCCOC)cn1)c1ccccc1,test,0.0
Ic1c(N)c(I)cc(I)c1CC(C(=O)O)CC,test,0.0
O([C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O1,test,0.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1cc(N)c(C)cc1,test,1.0
