smiles,group,BBB
F[C@@H]1C=2[C@@](C)(C3[C@@H](O)C[C@]4(C)[C@@H](C(=O)C(=O)OCCCC)[C@H](C)CC4C3C1)C=CC(=O)C=2,training,1.0
OC(CNC(C)(C)C)c1cc(O)cc(O)c1,training,0.0
O=C(N1CCOCC1)c1cc(OC)c(OC)c(OC)c1,training,1.0
FC(F)(F)c1c([N+](=O)[O-])ccc(N2C(=O)C(C)(C)NC2=O)c1,training,0.0
O=C(CO)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@H](C(=O)C2)[C@]2(C)[C@H](C[C@H](O)CC2)CC3)CC1,training,1.0
O=C1N(CC=C)C(=O)OC1C,training,1.0
Clc1ccc(/C(=N/OCCN)/CCCCOC)cc1,training,1.0
O(C)c1c(OC)cc2[nH]c(C)c(CCN3CCN(c4c(OC)cccc4)CC3)c2c1,training,1.0
Brc1c(NC2=NCCN2)ccc2nccnc12,training,1.0
O=Nc1c2c(c(O)cc1)C(=O)C1=C([O-])C3(O)C(=O)C(C(=O)N)C(=O)C([N+](C)C)C3CC1C2,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](N)CC2O[C@H](O[C@@H]3[C@H](O)[C@@H](O)[C@H](N)[C@@H](CO)O3)[C@@H](NC)[C@@H](O)[C@H]2O1,training,0.0
O=C(CC)c1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,1.0
Clc1ccc(OCC(=O)OCCN(C)C)cc1,training,1.0
N(C(=N)NC(=N)N)(C)C,training,0.0
O=C(N(C)c1ccc(N/C(/c2ccccc2)=C/2\C(=O)Nc3c\2ccc(C(=O)OC)c3)cc1)CN1CCN(C)CC1,training,0.0
O=C1N(C)c2ncn(C)c2C(=O)N1,training,1.0
S=C1N(O)C=CC=C1,training,0.0
N#CC(C)(C)c1cc(C(C#N)(C)C)cc(Cn2ncnc2)c1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)/C(=N\OC)/c1occc1,training,0.0
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,training,1.0
S(CCNc1c([N+](=O)[O-])c(Cc2ccccc2)c[nH]1)Cc1oc(CN(C)C)cc1,training,1.0
Oc1ccc(/C=C(\[N+]#[C-])/C(/[N+]#[C-])=C/c2ccc(O)cc2)cc1,training,0.0
Fc1ccc(/C(=C/CCN2CCC3(N(c4ccccc4)CNC3=O)CC2)/C)cc1,training,1.0
Fc1ccc(/C(=C\CCN2CCC3(N(c4ccccc4)CNC3=O)CC2)/C)cc1,training,1.0
S(C(=O)OCC)/C(=C(\N(C=O)Cc1c(N)nc(C)nc1)/C)/CCOC(=O)OCC,training,1.0
S(=O)(=O)(N)c1ccc(Nc2nc(O)c(NC(=O)N[C@@H](C(=O)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(C)(C)S[C@H]34)c3ccc(O)cc3)cn2)cc1,training,0.0
BrC=1C(=O)C=C2[C@H](F)CC3[C@](F)([C@@H](O)C[C@]4(C)[C@@](OC(=O)C)(C(=O)COC(=O)C)CC[C@@H]34)C2(C)C=1,training,1.0
Fc1ccc(C(=O)CCCN2CC3N(Cc4[nH]c5c(c4C3)cccc5)CC2)cc1,training,1.0
S=C1N(C2CCN(CCCC(=O)c3ccc(F)cc3)CC2)c2c(N1)cccc2,training,1.0
O=C(N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1)CC,training,1.0
O(C)c1ccc(CN(CCN(C)C)c2ncccc2)cc1,training,1.0
S(=O)(=O)(NC(=O)c1cc(OC)c(Cc2c3c(n(C)c2)ccc(NC(=O)OC2CCCC2)c3)cc1)c1c(C)cccc1,training,0.0
S(C[C@H]1CN(CCC)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1)C,training,1.0
ClCCC1Oc2c(C(=O)N1)cccc2,training,1.0
Clc1c(-c2c(C(=O)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(C)(C)S[C@H]34)c(C)on2)c(Cl)ccc1,training,0.0
N(CCCC1(C)c2c(N(c3ccccc3)C1)cccc2)C,training,1.0
BrC(Br)(Br)CO,training,1.0
[SH0](=O)(C(c1ccccc1)c1ccccc1)CC(=O)N,training,1.0
O=C1Nc2c(C)nn(CC)c2C(c2ccccc2)=NC1,training,1.0
S(=O)(=O)([O-])c1c(C(c2ccc(N(CC)CC)cc2)=C2C=CC(=[N+](CC)CC)C=C2)cc(S(=O)(=O)[O-])cc1,training,0.0
O=C1N(CC(N(C)C)C)c2c(Nc3ncccc13)cccc2,training,1.0
O=C(OCCO)NCc1ccccc1,training,1.0
O=C(O)c1c(O)cccc1,training,0.0
O=C(NC1C(=O)NC(CC)C(=O)N2C(C(=O)N(C)C(Cc3ccc(N(C)C)cc3)C(=O)N3C(C(=O)NC(c4ccccc4)C(=O)OC1C)CC(=O)CC3)CCC2)c1c(O)cccn1,training,0.0
O=C/1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)\C\1=C(/O)\NCN1CCCC1)C(=O)C1=C(O)c3c(O)cccc3[C@](O)(C)[C@H]1C2,training,1.0
S(=O)(=O)(N(CC)CC)N[C@@H]1CN(C)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1,training,1.0
Clc1cc2N(CCCNC)c3c(Sc2cc1)cccc3,training,1.0
O=C1C(CC(C)(C)C)(CC=C)C(=O)NC(=O)N1,training,1.0
Clc1ccc(C(=O)NCCN2CCOCC2)cc1,training,1.0
N#C/C=C/c1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2)c(C)c1,training,0.0
C(N1CCNCCCNCCNCCC1)c1ccc(CN2CCNCCCNCCNCCC2)cc1,training,0.0
Fc1ccc(C(=O)CCCN2CCC3(C(=O)N(C)C(=O)C3)CC2)cc1,training,1.0
Clc1c(NC(=O)/C=C\2/N(C)C(=O)CS/2)c(C)ccc1,training,1.0
FC(F)(F)c1cc(N2CCN(CCCCN3C(=O)CCC3)CC2)ncc1,training,1.0
Clc1c(Cl)ccc(CC(=O)N2[C@@H](CN3CCCC3)CN(C)CC2)c1,training,1.0
O=C(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,training,0.0
Fc1ccc(C(=O)CCCN2CCN(c3ncc4c(c3)cccc4)CC2)cc1,training,1.0
Nc1c2c([n+]c3c1CCCC3)cccc2,training,1.0
O(CCCNc1ncccc1)c1cc(CN2CCCCC2)ccc1,training,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@](O)(C)CC[C@H]3[C@@H]1CCC=1[C@]2(C)CCC(=O)C=1,training,0.0
O=C(NCC[C@H]1c2c3c(OCC3)ccc2CC1)CC,training,1.0
S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,training,0.0
P(=O)([O-])([O-])[C@H]1[C@@H](C)O1,training,0.0
P(=O)(O)(O)[C@@H]1[C@H](C)O1,training,1.0
Cl[C@]12[C@@H](O)C[C@]3(C)[C@@H](C(=O)CO)[C@H](C)C[C@H]3[C@@H]1C[C@H](F)C=1[C@]2(C)C=CC(=O)C=1,training,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@]4(C(=O)CO)OC(C)(C)O[C@@H]4C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
Cl[C@@H]1[C@]2(Cl)[C@]3(C)C(=CC(=O)C=C3)CCC2C2[C@@](C)([C@@](O)(C(=O)COC(=O)C)CC2)C1,training,1.0
Clc1ccc([C@@](OCC[C@@H]2N(C)CCC2)(C)c2ccccc2)cc1,training,1.0
C(C)c1ccccc1,training,1.0
OCCN1CCN(CCCN2c3c(cccc3)C=Cc3c2cccc3)CC1,training,1.0
BrC(F)C(F)(F)OC,training,1.0
O=C1N(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)C(CCCC)=NC21CCCC2,training,0.0
S(=O)(=O)(C)N1C(=O)N(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)CC1,training,0.0
O=C(NNC(=O)CN1C(=O)CCC1)CN1C(=O)CCC1,training,1.0
Clc1c(C2(NC)C(=O)CCCC2)cccc1,training,1.0
Oc1cc2C3(C)C(C)C(N(CC4CC4)CC3)Cc2cc1,training,1.0
BrC(C(=O)N)(C(C)C)CC,training,1.0
[SH0](=O)(Cc1c(C)c(OCCCOC)ccn1)c1[nH]c2c(n1)cccc2,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)C)(C(=O)C)CCC3C1C[C@H](C)C=1[C@]2(C)C=CC(=O)C=1,training,1.0
O=C(N)C1C(=O)[C@H]([N+](C)C)[C@H]2C(O)(C1=O)C([O-])=C1C(=O)c3c(O)cccc3C(O)(C)[C@H]1C2,training,0.0
Brc1cc(C(=O)OC[C@@H]2CN(C)[C@H]3C(OC)(c4c5c(n(C)cc5C3)ccc4)C2)cnc1,training,1.0
O=C(NC(Cc1ccccc1)(C)c1ccccc1)CN,training,1.0
O=C(N[C@H]1CNCCC1)c1cc(OC)c(OC)c(OC)c1,training,0.0
OC(CCN1CCCCC1)(c1ccccc1)C1C2C=CC(C1)C2,training,1.0
ClC=1C=2[C@@](C)([C@H]3[C@@H](O)C[C@]4(C)[C@@](O)(C(=O)CO)CC[C@H]4C3C=1)C=CC(=O)C=2,training,1.0
FC(F)(F)c1cc(OC2CN(C(=O)NC)C2)ccc1,training,1.0
O=C(OC)CCC(=O)CN,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)C(=C)CC3C1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
Ic1c(NC(=O)C)c(I)c(C(=O)O)c(I)c1NC(=O)C,training,0.0
Fc1ccc(C(CCCN2CCC(N3C(=O)Nc4c3cccc4)CC2)c2ccc(F)cc2)cc1,training,1.0
SCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,training,1.0
O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3c4c(ccc3)CCCC4)CS[C@H]12)/C(=N/OC)/c1nc(N)sc1,training,0.0
O(CC)c1c(OCC2OCCNC2)cccc1,training,1.0
O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)C)[C@H](C)C[C@H]3C1CC(F)(F)C=1[C@]2(C)C=CC(=O)C=1,training,1.0
N(C(Cc1ccccc1)C)(Cc1ccccc1)C,training,1.0
Clc1ccc(C(C(O)CN(C)C)c2ccccc2)cc1,training,1.0
O=C(O[C@@H]1[C@H]([N+]2(CC=C)CCCC2)C[C@H]2C1(C)CC[C@H]1C3(C)[C@@H](C[C@H](O)[C@H](N4CCOCC4)C3)CC[C@@H]21)C,training,0.0
N(C)C1c2c(N(C)c3c(cccc3)C1)cccc2,training,1.0
Clc1ccc(C23C(=O)NC(=O)C2C3)cc1,training,1.0
O=C1C(O)=C(C)N(CCCC)C=C1,training,1.0
Clc1cc(N)c(N2C(=N)SCC2)cc1,training,1.0
ClC(Cl)(Cl)COP(=O)([O-])[O-],training,0.0
ClC(Cl)(Cl)COP(=O)(O)O,training,1.0
FC(F)(F)c1c(NC(=O)[C@@H]2C3(C)[C@@H]([C@@H]4[C@@H]([C@H]5[C@H](NC(=O)C=C5)CC4)CC3)CC2)cc(C(F)(F)F)cc1,training,0.0
N(C(CN(C)C)CN1c2c(Sc3c1cccc3)cccc2)(C)C,training,1.0
Oc1cc2c3c(C)c4c(c(C)c3[nH]c2cc1)cc[n+](C)c4,training,0.0
Fc1ccc(C2=C(/C=C/C(O)CC(O)CC(=O)OCC)C3(Oc4c2cccc4)CCCC3)cc1,training,1.0
O=C(N(C)C)Cc1c(-c2ccc(C)cc2)nc2n1C=C(C)C=C2,training,1.0
O=[N+]([O-])c1cc(C2C(C(=O)OCCN(Cc3ccccc3)C)=C(C)NC(C)=C2C(=O)OC)ccc1,training,0.0
S(C(=O)c1occc1)CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3nc(N)sc3)[C@H]2SC1,training,0.0
S(=O)(=O)(Nc1ccc([C@H](O)CNC(C)C)cc1)C,training,1.0
Clc1c(NC(=O)c2sc(Nc3nc(C)nc(N4CCN(CCO)CC4)c3)nc2)c(C)ccc1,training,0.0
Clc1c([C@H](OCc2ccc(Sc3ccccc3)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
O=C1c2sccc2C(=C2CCN(C)CC2)c2c(cccc2)C1,training,0.0
Brc1ccc([C@H](CCN(C)C)c2ncccc2)cc1,training,1.0
O=[N+]([O-])c1c(N)cc(OCC)c(C(=O)NC2CCN(CC3CC=CCC3)CC2)c1,training,1.0
O=[N+]([O-])c1c(N)cc(OCC)c(C(=O)NC2CC[N+](C[C@H]3CC=CCC3)CC2)c1,training,0.0
Oc1cc2C3(CC)C(C)(C)C(N(CC4(O)CC4)CC3)Cc2cc1,training,1.0
O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@H]1NC(CO)CO)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,training,0.0
Cl/C=C/C(O)(C#C)CC,training,1.0
Fc1c(N2CC(C)NCC2)c(F)cc2C(=O)C(C(=O)O)=CN(CC)c12,training,0.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@H]12)[C@H](N)c1ccccc1,training,0.0
O([C@@H](CCNC)c1sccc1)c1c2c(ccc1)cccc2,training,1.0
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,1.0
[O-][n+]1c(N)nc(N2CCCCC2)cc1N,training,0.0
S(C(F)(F)F)CC(=O)N[C@]1(OC)C(=O)N2C(C(=O)O)=C(CSc3n(CCO)nnn3)CO[C@H]12,training,0.0
Clc1c(Cl)ccc(CC(=O)N2[C@@H](CN3C[C@H](O)CC3)CN(C(=O)C)CC2)c1,training,0.0
O=C1N(C(C)C)c2c(-n3c1c(-c1nc(C4CC4)on1)nc3)cccc2,training,1.0
Clc1cc2C(c3ccccc3)SC(NCC)=Nc2cc1,training,1.0
N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C,training,1.0
O=C(N)CN1C(=O)COc2c1cccc2,training,1.0
O([C@@H]1[C@H](O)CNCC1)c1c(C)c(C)ccc1,training,1.0
Clc1cc2[C@@H](c3ccccc3)[C@H]3[C@H](CN(C)C3)Cc2cc1,training,1.0
O(C(C)(C)C)C(=O)c1ncn2-c3c(C(=O)N(C)Cc12)scc3,training,1.0
ON1C(=N)N=C(N2CCCCC2)C=C1N,training,0.0
O(/N=C(/CCCCC)\c1cc(N)c(C)cc1)CCN,training,1.0
Clc1c(C23OCCN2CC(=O)Nc2c3cc(Cl)cc2)cccc1,training,1.0
P(=O)([O-])([O-])C(=O)O,training,1.0
P(=O)(O)(O)C(=O)O,training,1.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,training,0.0
S(C)c1ccc(C(=O)C2=C(C)NC(=O)N2)cc1,training,0.0
O=C(C(C)C)c1c(C(C)C)nn2c1C=CC=C2,training,0.0
P(=O)(OP(=O)(OC[C@@H]1[C@H](O)[C@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)[O-])(OP(=O)([O-])[O-])[O-],training,0.0
Clc1ccc([C@H](N2CCN(CCOCC(=O)O)CC2)c2ccccc2)cc1,training,0.0
O=C(Nc1c(C)cccc1C)[C@@H]1N(CCC)CCCC1,training,1.0
S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(CCNC(=O)c2noc(C)c2)cc1,training,0.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)OCC3=C(C)OC(=O)O3)C(C)(C)S[C@H]12)[C@H](N)c1ccccc1,training,0.0
O=C(N1CCCCC1)c1cc(CN2CCN(c3c(OC(C)C)cccc3)CC2)ccc1,training,1.0
O=C(NNC(=O)C)CC(O)(c1ccccc1)c1ccccc1,training,1.0
O=C1C(C(CCC)CC)(CC)C(=O)NC(=O)N1,training,1.0
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,training,1.0
O(CC1OC(=O)NC1)c1c(OC)cccc1,training,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CC)(C(=O)COC)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
S(=O)(=O)([O-])CCS,training,0.0
Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,training,0.0
FC(F)(F)C(=O)N[C@@H]1[C@H](O)[C@H](C)O[C@H](O[C@@H]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3CC(O)(C(=O)COC(=O)CCCC)C2)C1,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)C)CC[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
Brc1sc2-n3c(C4CCCCC4)nnc3CN=C(c3c(Cl)cccc3)c2c1,training,1.0
Oc1cc2[C@@]3(C)C[C@H](CN(C)CC3)Cc2cc1,training,1.0
Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3,training,1.0
[O-][N+](CCC=C1c2c(cccc2)CCc2c1cccc2)(C)C,training,1.0
O=C1C(C)=CC(C)=NN1,training,1.0
Clc1ccc(C2(O)N3C(=NCC3)c3c2cccc3)cc1,training,1.0
O=C(Oc1ccccc1)c1c(O)cccc1,training,1.0
Clc1ccc(C(N2CCN(CCOCCO)CC2)c2ccccc2)cc1,training,1.0
Oc1cc2C3(C)C(C)C(N(CCc4ccccc4)CC3)Cc2cc1,training,1.0
Fc1ccc(-n2ncc3c2C=C2[C@@](C)([C@@H]4[C@H]([C@H]5[C@@](C)([C@](O)(C#C)CC5)CC4)CC2)C3)cc1,training,1.0
[N+]=C(N)N,training,0.0
Clc1cc2c(C3=CCN(CCC)CC3)c[nH]c2cc1,training,1.0
Fc1c(N2C[C@@H](CN)/C(=N/OC)/C2)nc2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,training,0.0
Clc1c(Cl)ccc(CC(=O)N2[C@@H](CN3CCCC3)CN(C(=O)OCCC)CC2)c1,training,1.0
O=C1C(C(CC)C)(CC)C(=O)NC(=O)N1,training,1.0
O=C(Nc1sc(C)cn1)C=1N(C)S(=O)(=O)c2c(C=1O)cccc2,training,0.0
O=C(N)N1c2c([C@H]3O[C@@H]3c3c1cccc3)cccc2,training,1.0
N(CC(CN1c2c(cccc2)CCc2c1cccc2)C)(C)C,training,1.0
O=C(OC(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1)CCCc1ccccc1,training,0.0
O=NN(C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O)C,training,1.0
O=NN(C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O)C,training,0.0
S(CCNC=N)C1=C(C(=O)O)N2C(=O)[C@H]([C@H](O)C)[C@H]2C1,training,0.0
Clc1cc2N(CCCN)c3c(Sc2cc1)cccc3,training,1.0
O=C(OC)CCN1CCC(N(C(=O)CC)c2ccccc2)(C(=O)OC)CC1,training,1.0
O=C(Oc1cc2c(cc1)CCC2)[C@H](COCCOC)CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1,training,0.0
O=C(NCCn1c(C)c(C=O)cc1C)C,training,1.0
Clc1cc2NC(N3CCN(C)CC3)=C3C(=Nc2cc1)C=CC=C3,training,1.0
O=C(N1CCN(c2cc3c(NC(=O)CC3)cc2)CC1)c1cc(OC)c(OC)cc1,training,0.0
OC(C(N)CCCCC)(c1ccccc1)c1ccccc1,training,1.0
O=C1N(c2cc(N)ccc2)C=CC=C1,training,1.0
O=C(OCCC1(CCCC)C(=O)NC(=O)NC1=O)N,training,1.0
O=C1C2(NC(=O)N1)Cc1c(cccc1)CC2,training,1.0
OCC(C)C,training,1.0
O=C(N1C(=O)CCC1)c1ccc(OC)cc1,training,1.0
Oc1noc2c1CCNC2,training,1.0
NC(CC)Cc1c2c([nH]c1)cccc2,training,1.0
O=C1Oc2c(cccc2)C=C1,training,0.0
Clc1cc2C(c3c(F)cccc3)=N[C@H](O)c3n(c(C)nc3)-c2cc1,training,1.0
N(CC(CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,training,1.0
O[C@]1(C(C)(C)C)C[C@@H]2N(C[C@@H]3c4c2cccc4CCc2c3cccc2)CC1,training,1.0
Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(C(C)=CC=C5)=NC=4C)CC3)c2cc1,training,1.0
O(C(c1ccccc1)c1ccccc1)CCN(C)C,training,1.0
O(C)c1cc(CN[C@H]2[C@H](c3ccccc3)NCCC2)c2OCCc2c1,training,1.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(C)CC3)C4)CC1,test,1.0
O=C(O)[C@H](N(C(=O)CCCC)Cc1ccc(-c2c(-c3[nH]nnn3)cccc2)cc1)C(C)C,test,0.0
OC[C@H](NCCN[C@@H](CO)CC)CC,test,0.0
Fc1c(C)c2C(=O)C(C(=O)O)=CN(C3CC3)c2cc1N1CC(C)NCC1,test,0.0
Clc1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,test,1.0
O=C(OC1C[N+](C)(C)CC1)C(O)(c1ccccc1)C1CCCC1,test,0.0
Cl[C@]12[C@@H](O)C[C@]3(C)[C@@H](C(=O)COC(=O)C)[C@H](C)C[C@H]3C1C[C@H](F)C=1[C@]2(C)C=CC(=O)C=1,test,1.0
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@@H](C[C@H](O)CC4)CC3)CC2)CC1,test,1.0
O=C(OC)N[C@@H](C(=O)NN(C[C@H](O)[C@H](NC(=O)[C@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)Cc1ccc(-c2ncccc2)cc1)C(C)(C)C,test,0.0
ClCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)CC2[C@]1(C)C[C@H](O)[C@]1(F)[C@]3(C)C([C@@H](F)CC21)=CC(=O)C=C3,test,1.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)COc1ccccc1,test,0.0
NC12CC3(C)CC(C)(C1)CC(C2)C3,test,1.0
Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,test,1.0
O=C(NC1C(=O)NC(C)C(=O)N2C(C(=O)N(C)C(Cc3ccc(N(C)C)cc3)C(=O)N3C(C(=O)NC(c4ccccc4)C(=O)OC1C)CC(=O)CC3)CCC2)c1c(O)cccn1,test,0.0
O=C(CCN1CCCCC1)c1ccc(OCCCC)cc1,test,0.0
O=C1N(C2CCN(CC[C@@H]3Oc4c(OC3)cccc4)CC2)CCN1,test,1.0
O(CC(O)CNC(C)C)c1c(OCC=C)cccc1,test,0.0
O=C1N(Cc2ccccc2)[C@@H]2[C@H](N1Cc1ccccc1)C[S+]1[C@@H]2CCC1,test,0.0
C(C)(n1c(C)ncc1)c1ccccc1,test,1.0
FC(F)(F)c1ccc(/C(=N\OCCN)/CCCCOC)cc1,test,1.0
S=C(N(C)C)CC=1C(=O)N(Cc2ccc(-c3c(-c4nnn[n-]4)cccc3)cc2)C(CCCC)=[N+]C=1C,test,0.0
O=C/1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)\C\1=C(/O)\N)C(=O)C1=C(O)c3c(O)c(N)ccc3C[C@H]1C2,test,0.0
Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,test,1.0
IC#CCOc1c(Cl)cc(Cl)c(Cl)c1,test,0.0
P(=O)(O)(O)C(P(=O)(O)O)(O)C,test,0.0
BrC(Br)Br,test,1.0
Clc1c(C2=NC(O)C(=O)Nc3c2cc(Cl)cc3)cccc1,test,1.0
S(=O)(=O)(N)c1c(C(F)(F)F)cc2NCNS(=O)(=O)c2c1,test,0.0
ClCOC(=O)[C@]1(OC(=O)OCC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,test,1.0
O=C1C(CC=2C(=O)Oc3c(C=2[O-])cccc3)=C(O)c2c(O1)cccc2,test,0.0
Clc1nc2nc(N3C(=O)c4c(C3CC(=O)N3CCC5(OCCO5)CC3)cccc4)ccc2cc1,test,1.0
S(=O)(=O)([O-])Cn1c(SCC2=C(C(=O)[O-])N3C(=O)[C@H](NC(=O)[C@@H](O)c4ccccc4)[C@@H]3SC2)nnn1,test,0.0
SC[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C,test,0.0
O=C(OCC(=O)[C@]12[C@]3(C)C(C4C([C@@H](O)C3)[C@]3(C)C(=CC(=O)C=C3)CC4)C[C@H]1OC(C)=N2)C,test,1.0
O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,test,0.0
O=C(N/N=C(/C)\[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1)c1ccccc1,test,0.0
O=C(Oc1c(C(=O)Oc2ccc(NC(=O)C)cc2)cccc1)C,test,1.0
O=C(NC1C(=O)NC(CC)C(=O)N2C(C(=O)N(C)C(Cc3ccccc3)C(=O)N3C(C(=O)NC(c4ccccc4)C(=O)OC1C)CC(=O)CC3)CCC2)c1c(O)cccn1,test,0.0
Fc1c(N2CCN(C)CC2)cc2N(CC)C=C(C(=O)O)C(=O)c2c1,test,0.0
O=C(C(C)(C)c1cnccc1)c1cnccc1,test,0.0
S(=O)(=O)(N)C=1S/C(=N\C(=O)C)/N(C)N=1,test,0.0
O([C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)CC(C)C)C(=O)c1occc1,test,0.0
O=C(N1CC(=O)N2[C@@H](c3c(cccc3)CC2)C1)C1CCCCC1,test,1.0
O=C1C(CC)(CC)C(=O)NC(=O)N1,test,1.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC2)CC1,test,0.0
Nc1ncnc2[nH]cnc12,test,0.0
Clc1c(Cc2c(O)c(Cl)cc(Cl)c2)c(O)c(Cl)cc1Cl,test,0.0
O=C(OCC(COC(=O)C)CCn1c2nc(N)ncc2nc1)C,test,1.0
Clc1c(Cl)ccc(CC(=O)N2[C@H](CN3CCCC3)CCCC2)c1,test,1.0
Clc1cc2C(c3ccccc3)=NCc3n(c(CN(C)C)nn3)-c2cc1,test,1.0
O=C(O)CCCCCC[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)CC1=O,test,0.0
O=C(O)C1C(O)C(O)C(O)C(OC2C3Oc4c(O)ccc5c4C43C(C=C2)C(N(C)CC4)C5)O1,test,0.0
O=C(N1CCCCC1)[C@@H]1NC(=O)CC1,test,1.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)c3c(C(=O)O)nc4c(n3)cccc4)C(=O)N12,test,0.0
