smiles,group,EC
O=C(C(C)(C)C)CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1,training,0.0
O(c1cc2c(cc1)C1C(C3C(C)(C(O)(C#C)CC3)CC1)CC2)C1CCCC1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)C(N)c1ccc(O)cc1,training,0.0
N(=C(Nc1sccn1)NC1CCCCC1)c1c2c(nc(C)c1)cccc2,training,0.0
Clc1c(N2CC(N)CC2)c(F)cc2C(=O)C(C(=O)O)=CN(C3CC3)c12,training,0.0
Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,training,0.0
O=C1OC2(C3(C)C(C4C(C5(C)C(=CC(=O)CC5)C5C4C5)CC3)C3C2C3)CC1,training,0.0
O(CC(C)C)CC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,training,0.0
Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,training,0.0
Clc1cc2C(C)c3c(OC(C(=O)OCC)Oc2cc1)ccc(Cl)c3,training,0.0
ClC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,training,0.0
Clc1c(N)c2c(c(C(=O)NC3CCN(CCCOC)CC3)c1)OCC2,training,0.0
O=C(Oc1c2C(=O)c3c(OC(=O)C)cccc3C(=O)c2cc(C(=O)O)c1)C,training,0.0
O=C1C2Oc3c(O)ccc4c3C32C(NCCCCC)(C=C1)C(N(C)CC3)C4,training,0.0
O=C(O)CCCC=CCC1C(C=CC(O)(CCCCC)C)C(O)CC1O,training,0.0
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,training,0.0
FC(F)(F)c1cc(Nc2c(C(=O)OCCOCCO)cccc2)ccc1,training,0.0
O(CCCCc1n(C2CCCCC2)nnn1)c1cc2c(NC(=O)CC2)cc1,training,0.0
S(=O)(=O)(CC)c1c(N)cc(OC)c(C(=O)NCC2N(CC)CCC2)c1,training,0.0
S(=O)(=O)(NC(=O)CC)c1ccc(-c2c(C)onc2-c2ccccc2)cc1,training,0.0
O=C(OC1(C(=O)C)C2(C)C(C3C=C(C)C4=CC(=O)CCC4C3CC2)CC1)C,training,0.0
S(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,training,0.0
Clc1ccc(N(C(=O)Cc2ccccc2)C2CCN(C(C)C)CC2)cc1,training,0.0
O=C(OC(C)C)C1=C(C)NC(C)=C(C(=O)OC)C1c1c2nonc2ccc1,training,0.0
O(CCN(C)C)c1ccc(C(=C(CC)c2ccccc2)c2ccccc2)cc1,training,0.0
Clc1sc2C(O)=C(C(=O)Nc3ncccc3)N(C)S(=O)(=O)c2c1,training,0.0
Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1,training,0.0
O=C(CO)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(=O)C2)CC1C,training,0.0
Clc1cc2nccc(Nc3c(C(=O)OCC(O)CO)cccc3)c2cc1,training,0.0
Clc1ccc(C(=O)n2c(C)c(CC(=O)NO)c3c2ccc(OC)c3)cc1,training,0.0
O=C(O)c1ccc(-n2c(-c3c(O)cccc3)nc(-c3c(O)cccc3)n2)cc1,training,0.0
Clc1ccc(OC(C(SCCC(NC(=O)C)C(=O)O)=O)(C)C)cc1,training,0.0
Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(O)COCC=C1CC2C(C#CC(O)C(CC#CCC)C)C(O)CC2C1,training,0.0
ClC=1C=2C(C)(C3C(C(=O)C=2)C3)C2C(C=1)C1C(C)(C(O)(C(=O)C)CC1)CC2,training,0.0
Clc1ccc(C(N2CCN(CCOCCO)CC2)c2ccccc2)cc1,training,0.0
Clc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,training,0.0
O=C(OCC)C(NC(C(=O)N1C(C(=O)O)CCC1)C)CCc1ccccc1,training,0.0
O=C(OC)CCN1CCC(N(C(=O)CC)c2ccccc2)(C(=O)OC)CC1,training,0.0
Clc1ccc(OC(C(=O)OCCCOC(=O)c2cnccc2)(C)C)cc1,training,0.0
O=C(O)C(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)c1ccccc1,training,0.0
O=C(O)C(Oc1nc(C)cc(C)n1)C(OC)(c1ccccc1)c1ccccc1,training,0.0
O=C(O)CCCC=CCC1C(=O)CC(C)C1C=CC(O)C(CCCC)(C)C,training,0.0
O=C(O)CCCC=CCC1C(=C)CC(O)C1C=CC(O)C(CCCC)(C)C,training,0.0
Fc1ccc(C(=O)CCCN2CC=C(N3C(=O)Nc4c3cccc4)CC2)cc1,training,0.0
O(C)c1c(OC)cc2c(C(=O)C(CC3CCN(Cc4ccccc4)CC3)C2)c1,training,0.0
O=C(N(CC)CC)Nc1cc(C(=O)C)c(OCC(O)CNC(C)(C)C)cc1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CC3CCCC3)Nc2c1,training,0.0
O=C(O)C=CCCCCC1C(=O)CC(O)C1C=CC(O)CC(CCCC)C,training,0.0
S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(C)cc3)cc(C(F)(F)F)n2)cc1,training,0.0
Clc1c(C(OCc2ccc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(C(C(CC)C)C)Nc2c1,training,0.0
P(CCP(CCOCC)CCOCC)(CCOCC)CCOCC,training,0.0
S(=O)(=O)(CCc1cc2c(CC3N(C)CCC3)c[nH]c2cc1)c1ccccc1,training,0.0
O=C(OC)CCCCCCC1C(=O)CC(O)C1C=CCC(O)(CCCC)C,training,0.0
Clc1cc2c(C(=C3CCN(C(=O)OCC)CC3)c3ncccc3CC2)cc1,training,0.0
O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)c1occc1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=CCSC12)C(=NOC)c1nc(N)sc1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CSCC=C)Nc2c1,training,0.0
Clc1c(Cl)cccc1C1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OC,training,0.0
O=C(OC1C(C)C2C34OOC(C)(OC3O1)CCC4C(C)CC2)CCC(=O)O,training,0.0
O=C(O)C(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)c1cscc1,training,0.0
O=C(OC1(C(=O)C)C2(C)C(C3C=C(C)C=4C(C)(C3CC2)CCC(=O)C=4)CC1)C,training,0.0
O=C(Oc1cc2c(cc1)C1C(C3C(C)(C(OC(=O)CC)CC3)CC1)CC2)CC,training,0.0
O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(OC(=O)C)CC4)CC3)CC2)CC1)C,training,0.0
S(=O)(=O)(Nc1ccc(C(O)CCCN(CCCCCCC)CC)cc1)C,training,0.0
OC1CC(=CC=C2C3C(C)(C(C(CCCC(C)C)C)CC3)CCC2)C(=C)CC1,training,0.0
S(c1c(C(=O)NC)cccc1)c1cc2[nH]nc(C=Cc3ncccc3)c2cc1,training,0.0
Fc1c(C)cc(C2=C(C=CC3OC(=O)CC(O)C3)C(C)(C)CC(C)(C)C2)cc1,training,0.0
O=C(OC1(C(=O)C)C2(C)C(C3C(C4(C)C(C(C)C3)=CC(=O)CC4)CC2)CC1)C,training,0.0
[SH0](=O)(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1OCCC1,training,0.0
Clc1c(COC(Cn2cncc2)c2c(Cl)cc(Cl)cc2)ccs1,training,0.0
Clc1ccc(C(N2CCN(CCOCC(=O)O)CC2)c2ccccc2)cc1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(C=CC)CSC12)C(N)c1ccc(O)cc1,training,0.0
O=C(O)C1C(C)(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N12,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(C3C4C=CC(C3)C4)Nc2c1,training,0.0
O=C(OC1C2C(CCC3OC(=O)CC(O)C3)C(C)C=CC2=CCC1)C(CC)C,training,0.0
O=C(O)COc1c2c(ccc1)CC1C(CCC(O)CCCCC)C(O)CC1C2,training,0.0
Clc1ccc(C(N2CCN(Cc3cc(C)ccc3)CC2)c2ccccc2)cc1,training,0.0
Brc1cc(F)c(CN2C(=O)c3c(C(CC(=O)O)=N2)cccc3)cc1,training,0.0
O=C(OCCN1CCCCC1)c1c2OC(c3ccccc3)=C(C)C(=O)c2ccc1,training,0.0
FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(O)(C(=O)CO)C(C)C1)CC2O,training,0.0
O=C(OC)CCCC=CCC1C(=O)CC(O)C1C=CCC(O)(C=C)CCCC,training,0.0
O=C(O)CCC(C)C1C2(C)C(C3C(O)CC4C(C)(C3CC2)CCC(O)C4)CC1,training,0.0
O=[N+]([O-])c1c2c(nc3c(c2)CN2C(=O)C4=C(C(O)(CC)C(=O)OC4)C=C32)ccc1,training,0.0
Brc1sc2-n3c(C)nnc3CN=C(c3c(Cl)cccc3)c2c1,training,0.0
O=C(OC)C=CCCCCC1C(=O)CC(O)C1C=CC(O)C(CCCC)(C)C,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(C=C)CSC12)C(=NO)c1nc(N)sc1,training,0.0
O=C(N1CCN(c2cc3c(NC(=O)CC3)cc2)CC1)c1cc(OC)c(OC)cc1,training,0.0
S(=O)(=O)(N(CC)CC)NC1CN(CCC)C2C(C1)Cc1c(O)cccc1C2,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(COC(=O)C)CSC12)Cc1sccc1,training,0.0
O=C(O)CCCC=CCC1C(C=CC(O)COc2cscc2)C(O)CC1O,training,0.0
O=C(OC1C2(C)C(C3C(c4c(cc(O)cc4)CC3)CC2)CC1)CCC1CCCC1,training,0.0
Ic1c(O)c2ncccc2c(I)c1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(=NOC)c1nc(N)sc1,training,0.0
S(=O)(=O)(Nc1ncccc1)c1ccc(N=Nc2cc(C(=O)O)c(O)cc2)cc1,training,0.0
Fc1cc2C(=Cc3c(C)c(C(=O)NCCN(CC)CC)c(C)[nH]3)C(=O)Nc2cc1,training,0.0
O=C(O)CCCc1c2OC3C(C(C=CC(O)C(CC#CC)C)C(O)C3)c2ccc1,training,0.0
O=C(NC1C=2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,training,0.0
Clc1cc2nc3c(c(NC(CCCN(CC)CC)C)c2cc1)cc(OC)cc3,training,0.0
O=C(OC)CCC=C=CCC1C(=O)CC(O)C1C=CC(O)COc1ccccc1,training,0.0
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CCCCCC,training,0.0
Clc1cc2C(=CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
ClC1C(CC=CCCCC(=O)O)C(C=CC(O)C(CCCC)(C)C)C(O)C1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)c1c(C)onc1-c1ccccc1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(C(C)c3ccccc3)Nc2c1,training,0.0
O=C(OC)CCC=C=CCC1C(C=CC(O)COc2ccccc2)C(O)CC1O,training,0.0
ClCC(=O)OC1C23c4c(N(C)C2C2N5C(O)C(CC)C(C1C5C3)C2)cccc4,training,0.0
Clc1c(NC(=O)c2cc(OCC3CC3)c(OC(F)F)cc2)c(Cl)cnc1,training,0.0
S(=O)(=O)(Nc1sccn1)c1ccc(NC(=O)c2c(C(=O)O)cccc2)cc1,training,0.0
Clc1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(OC(C)C)c1c(COC)c2c([nH]c3c2cc(OCc2ccccc2)cc3)cn1,training,0.0
Fc1ccc(C(N2CCN(CC=Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(COC(=O)C)CSC12)C(N)c1ccccc1,training,0.0
Fc1cc2c(OC(C(O)CNCC(O)C3Oc4c(cc(F)cc4)CC3)CC2)cc1,training,0.0
O=C(OCC)C(NC(C(=O)N1C(=O)N(C)CC1C(=O)O)C)CCc1ccccc1,training,0.0
O=C(O)C(NC(C(=O)N1C(C(=O)O)CCC1)CCCCN)CCc1ccccc1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(Cc3ccc(F)cc3)Nc2c1,training,0.0
ClCCC(=C(c1ccc(OCCN(C)C)cc1)c1ccccc1)c1ccccc1,training,0.0
ClC(=C(c1ccc(OCCN(CC)CC)cc1)c1ccccc1)c1ccccc1,training,0.0
S(C)C1C(O)C(O)C(O)C(C(NC(=O)C2N(C)CC(CCC)C2)C(O)C)O1,training,0.0
O=C(OC)CCCC=CCC1C(C#CC(O)CCC2CCCCC2)C(O)CC1O,training,0.0
FC(F)(F)c1n2c(nn1)CN(C(=O)CC(N)Cc1c(F)cc(F)c(F)c1)CC2,training,0.0
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(OCC)C(C=1C(=O)Oc2c(C=1O)cccc2)C=1C(=O)Oc2c(C=1O)cccc2,training,0.0
Clc1c(N2CC3(C(N)C2)CC3)c(F)cc2C(=O)C(C(=O)O)=CN(C3C(F)C3)c12,training,0.0
Clc1ccc(OC(Oc2ccc(Cl)cc2)C(=O)OC2CCN(C)CC2)cc1,training,0.0
FC12C3(C)C(C(F)CC1C1C(C)(C(O)(C(=O)CO)C(C)C1)CC2O)=CC(=O)C=C3,training,0.0
Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(=NC=4C)CCCC5)CC3)c2cc1,training,0.0
O=C(OC)CCCCC(=O)CC1C(=O)CC(O)C1C=CC(O)CC(CCCC)C,training,0.0
O=C(C)c1cc2N(CCCN3CCC(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)CCCCCC,training,0.0
Fc1ccc(-c2c(C=CC(O)CC(O)CC(=O)O)n(C(C)C)c3c2cccc3)cc1,training,0.0
O=C(C)c1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(OC)CCCCCCC1C(=O)CC(O)C1C=CC(O)C(OC)(CCCC)C,training,0.0
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CCC1CCCC1,training,0.0
Clc1c(CCN2CCN(c3nsc4c3cccc4)CC2)cc2c(NC(=O)C2)c1,training,0.0
O(C)c1c(OC)ccc2C(C3N(C)CCc4c3c(OC)c3OCOc3c4)OC(=O)c12,training,0.0
O(CCN1CCCC1)c1ccc(C2C(c3ccccc3)CCc3c2ccc(O)c3)cc1,training,0.0
O(C)c1c(OC)cc(C2c3c(C(O)C4C2C(=O)OC4)cc2OCOc2c3)cc1OC,training,0.0
O=C(OC)C1C2C3(C4(C)C(=CC(=O)CC4)C1)OC3CC1(C)C3(OC(=O)CC3)CCC21,training,0.0
OC1CC=2C(C)(C3C(C4C(C)(C(C(CCC(C(C)C)CC)C)CC4)CC3)CC=2)CC1,training,0.0
ClC(Cl)(Cl)C1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,training,0.0
O(CCCCCCNCC(O)c1cc(CO)c(O)cc1)CCCCc1ccccc1,training,0.0
Clc1c(C(OCc2c(Cl)cccc2Cl)Cn2cncc2)ccc(Cl)c1,training,0.0
Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
O=C(CO)C12C3(C)C(C4C(C5(C)C(=CC(=O)C=C5)CC4)C(O)C3)CC1OC(C)(C)O2,training,0.0
O=C(OCC)C(NC(C(=O)N1C(C(=O)O)CC2C1CCC2)C)CCc1ccccc1,training,0.0
O=C(C(NC)Cc1ccccc1)N1C(C(=O)NC(C=O)CCCNC(=N)N)CCC1,training,0.0
Oc1c(C)c(C)c2OC(CCCC(CCCC(CCCC(C)C)C)C)(C)CCc2c1,training,0.0
Fc1c(N2c3c(C(=O)C(C(=O)O)=C2)cc(F)c(N2CC(C)NCC2)c3)ccc(F)c1,training,0.0
Clc1ccc(C(=O)CN(CCCN2c3c(cccc3)CCc3c2cccc3)C)cc1,training,0.0
FC(F)(F)c1cc2nc(CN3C(=O)c4c(C(CC(=O)O)=N3)cccc4)sc2cc1,training,0.0
O=C(Oc1c(OC)cccc1)CNC(=O)Cc1n(C)c(C(=O)c2ccc(C)cc2)cc1,training,0.0
O=C(OCC)COC1CCN(C(=O)C(NC(=O)c2ccc(C(=NO)N)cc2)C)CC1,training,0.0
S(=O)(=O)(NCC1NCC(SC2=C(C(=O)O)N3C(=O)C(C(O)C)C3C2C)C1)N,training,0.0
O=C1N(N(c2ccccc2)C(=O)C1(CCCC)CN1CCN(C)CC1)c1ccccc1,training,0.0
S(=O)(=O)(N)c1c(C(F)(F)F)cc2NC(Cc3ccccc3)NS(=O)(=O)c2c1,training,0.0
Clc1c(CO)n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCCC)n1,training,0.0
O(CCN(CC)CC)c1c(OCCN(CC)CC)cccc1OCCN(CC)CC,training,0.0
O=C(OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3occc3)C2SC1)N,training,0.0
O=C(O)C(=Cc1n(Cc2ccc(C(=O)O)cc2)c(CCCC)nc1)Cc1sccc1,training,0.0
O=C(OC1C2C(CCC(O)CC(O)CC(=O)O)C(C)C=CC2=CC(O)C1)C(CC)C,training,0.0
Clc1cc(OCC(O)C=CC2C(CC=CCCCC(=O)O)C(O)CC2O)ccc1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CSCC(F)(F)F)Nc2c1,training,0.0
Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(C(O)CCC5)=NC=4C)CC3)c2cc1,training,0.0
O=C1N(CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c2c(N1)cccc2,training,0.0
O=C(OCC1=C(C(=O)O)N2C(=O)C(OC)(NC(=O)Cc3sccc3)C2SC1)N,training,0.0
O=C(OC1(C(=O)C)C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CCCCC,training,0.0
Clc1c(C(=NOCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
O=C(O)CNC(C(=O)N1C(C(=O)NCc2ccc(C(=N)N)cc2)CC1)C1CCCCC1,training,0.0
S(C(=O)c1ccccc1)CC(C(=O)N1C(C(=O)O)CC(Sc2ccccc2)C1)C,training,0.0
O=C1C=C2C(=C3C(c4ccc(N(C)C)cc4)CC4(C)C(O)(C#CC)CCC4C3CC2)CC1,training,0.0
S(=O)(=O)(CC(O)(C(=O)Nc1cc(C(F)(F)F)c(C#N)cc1)C)c1ccc(F)cc1,training,0.0
O=C(OCC)C(NC(C(=O)N1C(C(=O)O)CC2C1CCCC2)C)CCc1ccccc1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CSCc3ccccc3)=Nc2c1,training,0.0
Fc1ccc(Cn2c(N3CCC(N(C)C4=NC=CC(=O)N4)CC3)nc3c2cccc3)cc1,training,0.0
O=C(OC1(C(=O)CO)C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)C(O)C2)CC1)CCC,training,0.0
Clc1ccc(C(N2CCN(Cc3ccc(C(C)(C)C)cc3)CC2)c2ccccc2)cc1,training,0.0
O=C(OCCN1CCOCC1)CCC(=CCc1c(OC)c(C)c2c(c1O)C(=O)OC2)C,training,0.0
FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(O)(C(=O)COC(=O)C)C(C)C1)CC2O,training,0.0
FC1C=2C(C)(C3C(O)CC4(C)C(O)(C(=O)COC(=O)C)C(C)CC4C3C1)C=CC(=O)C=2,training,0.0
O=C(O)C(N(C(=O)CCCC)Cc1ccc(-c2c(-c3[nH]nnn3)cccc2)cc1)C(C)C,training,0.0
Clc1sc(C(=O)NCC2OC(=O)N(c3ccc(N4C(=O)COCC4)cc3)C2)cc1,training,0.0
Clc1ccc(Cn2c3c(S(=O)(=O)C)cc(F)cc3c3c2C(CC(=O)O)CC3)cc1,training,0.0
FC1C=2C(C)(C3C(O)CC4(C)C5(C(=O)CO)OC(C)(C)OC5CC4C3C1)CCC(=O)C=2,training,0.0
S(=O)(=O)(N)c1c(C)ccc(Nc2nc(N(C)c3cc4nn(C)c(C)c4cc3)ccn2)c1,training,0.0
FC(F)(F)c1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(OCC1(CCCC)C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)CCC(=O)O,training,0.0
O=C(OCC)C(NC(C(=O)N1C(C(=O)O)Cc2c(cccc2)C1)C)CCc1ccccc1,training,0.0
O=C(O)CNC(C(=O)N1C(C(=O)NCCCNC(=N)N)CCCC1)CC1CCCCC1,training,0.0
ClCCN(C(=O)Oc1cc2c(cc1)C1C(C3C(C)(C(O)CC3)CC1)CC2)CCCl,training,0.0
O=C(O)c1c2n(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)c(OCC)nc2ccc1,training,0.0
S(=O)(=O)(NC(C(=O)O)Cc1ccc(OCCCCC2CCNCC2)cc1)CCCC,training,0.0
Clc1cc2c(C3CCN(CCN4C(=O)NCC4)CC3)cn(-c3ccc(F)cc3)c2cc1,training,0.0
O=C(O)C(NC(=O)c1ccc(NCc2nc3C(=O)N=C(N)Nc3nc2)cc1)CCC(=O)O,training,0.0
Clc1cc2C(=CCCN3CCN(CCOC(=O)C)CC3)c3c(Sc2cc1)cccc3,training,0.0
S(=O)(=O)(N(C)C)c1cc2C(=CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(N)C=1C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(O)(C)C3CC2C(N(C)C)C=1O,training,0.0
O=C(N)C=1C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)C3C(O)C2C(N(C)C)C=1O,training,0.0
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c12,training,0.0
S(C(=O)C1(O)C2(C)C(C3C(F)(C4(C)C(C(F)C3)=CC(=O)C=C4)C(O)C2)CC1C)CF,training,0.0
Clc1cc(OCC(O)CSC2C(CC=CCCCC(=O)O)C(O)CC2O)ccc1,training,0.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,training,0.0
Clc1cc2N(CCCN3CCN(CCOC(=O)C)CC3)c3c(Sc2cc1)cccc3,training,0.0
Clc1c(F)c(Cc2c(OC)cc3N(C(C(C)C)CO)C=C(C(=O)O)C(=O)c3c2)ccc1,training,0.0
Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3NC(=O)CCc3cc2)CC1,training,0.0
Clc1cc2C(O)CCCN(C(=O)c3c(C)cc(NC(=O)c4c(C)cccc4)cc3)c2cc1,training,0.0
Brc1cc(F)c(CN2C(=O)C3(C(=O)NC(=O)C3)c3c(C2=O)ccc(F)c3)cc1,training,0.0
Clc1c(C(Oc2c(N)ncc(-c3cn(C4CCNCC4)nc3)c2)C)c(Cl)ccc1F,training,0.0
O=C(N(C(=O)C1CN(CC=C)C2C(c3c4c([nH]cc4C2)ccc3)C1)CCCN(C)C)NCC,training,0.0
O=C(NC(CC(C)C)c1c(N2CCCCC2)cccc1)Cc1cc(OCC)c(C(=O)O)cc1,training,0.0
O=C(OCC)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(C=C)CSC12)C(=NOCC(=O)O)c1nc(N)sc1,training,0.0
Clc1c(-c2c(C(=O)NC3C(=O)N4C(C(=O)O)C(C)(C)SC34)c(C)on2)c(F)ccc1,training,0.0
S(CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cn3nnnc3)C2SC1)c1sc(C)nn1,training,0.0
O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1,training,0.0
ClCC(=O)C12C3(C)C(C4C(F)(C5(C)C(=CC(=O)CC5)CC4)C(O)C3)CC1OC(C)(C)O2,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(COC(=O)C)CSC12)C(=NOC)c1nc(N)sc1,training,0.0
FC(F)(F)c1cc(OCC(O)C=CC2C(CC=CCCCC(=O)O)C(O)CC2O)ccc1,training,0.0
O=C(O)C(NC(=O)c1sc(N(Cc2cc3C(=O)N=C(C)Nc3cc2)C)cc1)CCC(=O)O,training,0.0
O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1)CC(C)(C)C,training,0.0
O=C(O)C(NC(=O)c1ccc(NCC2N(C)C=3C(=O)N=C(N)NC=3NC2)cc1)CCC(=O)O,training,0.0
O=C(N)c1nn(-c2ccc(OC)cc2)c2C(=O)N(c3ccc(N4C(=O)CCCC4)cc3)CCc12,training,0.0
O=C(OC1=C(C(=O)Nc2ncccc2)N(C)S(=O)(=O)c2c1cccc2)C=Cc1ccccc1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)C(NC(=O)N1C(=O)NCC1)c1ccccc1,training,0.0
S(CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1)c1n(C)nnn1,training,0.0
Clc1c(C(F)(F)F)cc(NC(=O)Nc2ccc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,training,0.0
S(=O)(=O)(NC(=O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)COc1ccccc1)C,training,0.0
O=C(NCCCCCC(=O)O)C(NC(=O)Cc1ccccc1)C1SC(C)(C)C(C(=O)O)N1,training,0.0
Clc1c(N)cc(OC)c(C(=O)NC2C(OC)CN(CCCOc3ccc(F)cc3)CC2)c1,training,0.0
S(=O)(=O)(OC1CC=2C(C)(C3C(C4C(C)(C(C(CCCC(C)C)C)CC4)CC3)CC=2)CC1)O,training,0.0
O(C)C12C(C(O)(C(C)(C)C)C)CC3(C45c6c(c(O)ccc6CC3N(CC3CC3)CC4)OC15)CC2,training,0.0
O=C(N(C(Cc1ccccc1)(C)C)C)CN(CC(=O)N(C(Cc1ccccc1)(C)C)C)CCO,training,0.0
O=C(O)C(Oc1ccc(C2(c3ccc(OC(C(=O)O)(CC)C)cc3)CCCCC2)cc1)(CC)C,training,0.0
O=C(CCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccc(C(C)(C)C)cc1,training,0.0
Clc1cc(N2CCN(CCCN3C(=O)N(CCOc4ccccc4)C(CC)=N3)CC2)ccc1,training,0.0
Clc1c(-c2c(C(=O)NC3C(=O)N4C(C(=O)O)C(C)(C)SC34)c(C)on2)c(Cl)ccc1,training,0.0
O=C(O)CCN(C(=O)c1cc2nc(CNc3ccc(C(=N)N)cc3)n(C)c2cc1)c1ncccc1,training,0.0
