smiles,group,CYP3A4-inh
Clc1cc(C=2C(=O)N(Cc3cc(OC)ccc3)c3ncncc3N=2)ccc1,val,1.0
S(CCC(=O)NN)c1ccccc1,val,1.0
S(=O)(=O)(C(C#N)=CC=1C(=O)N2C(=NC=1N1CC(C)OC(C)C1)C=CC=C2)c1ccc(C)cc1,val,1.0
O=C(Nc1sc(c(C)n1)-c1nc(Nc2c(OCC)cccc2)sc1)c1ccccc1,val,1.0
N(Nc1sc2c(n1)cccc2)=Cc1c(C)n(CC)c2c1cccc2,val,1.0
O=C1C(Cc2ccccc2)NC(=O)C(C)COC(=O)CCCC(C)C(OC)CO1,val,1.0
CN1CCN(c2c(-c3c(C)cccc3)cncn2)CC1,val,1.0
S(CC(=O)NC(Cc1ccccc1)C)C=1N(c2ccccc2)C(=O)c2c(nc3c(c2)COC(C)(C)C3)N=1,val,1.0
Clc1ccc(C(C)N2C(c3nc4c(cc3)cccc4)=NNC2=S)cc1,val,1.0
O(CCC)c1ccc(-c2oc(NCCCn3cncc3)c(C#N)n2)cc1,val,1.0
Brc1cc(C=NO)c(OCc2ccc(C)cc2)cc1,val,1.0
Clc1c(CSc2[nH]c(-c3ccc([N+](=O)[O-])cc3)cn2)cccc1,val,1.0
S(SCc1ccncc1)Cc1ccncc1,val,1.0
N#Cc1cc(-c2ncnc(NCc3cnccc3)c2)ccc1,val,1.0
O=[N+]([O-])c1c(C)ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)c1,val,1.0
S(CC(=O)Nc1c(OC)ccc(OC)c1)c1n(CC)c(COc2ccccc2)nn1,val,1.0
Clc1ccc(CSc2oc(-c3cnccc3)nn2)cc1,val,1.0
O=C(NCCCOC)c1c(NC(=O)c2sccc2)sc2c1CCCC2,val,1.0
O=C(NCc1oc(C=C(C#N)C(=O)NCc2cnccc2)cc1)C(=O)Nc1ccc(C)cc1,val,1.0
Clc1ccc(NC=C2C(OC)=CC(=O)O2)cc1,val,1.0
FC(F)(F)c1nc(NCCc2cc(OC)c(OC)cc2)nc(-c2occc2)c1,val,1.0
Clc1ccc(C=2N(CC=C)C(=O)C(C#N)=CC=2)cc1,val,1.0
O=C(NCc1ccc(OC)cc1)C=Cc1cc2c(CCN(C)C)c[nH]c2cc1,val,1.0
Clc1ccc(S(=O)(=O)NC(CC(=O)NCCC)c2occc2)cc1,val,1.0
O=C(O)c1c(Nc2cc(OCc3nc4c(cc3)cccc4)ccc2)cccc1,val,1.0
FCCCOc1ccc(C=CC(=O)NCc2ccc(OC)cc2)cc1,val,1.0
O=C(Nc1ccc(-c2oc3c(n2)cccc3)cc1)c1cnccc1,val,1.0
S(CC1=NC(=O)c2c(N1)cccc2)c1n(c(-c2ccccc2)nn1)C1CCCCC1,val,1.0
Clc1c(CC2=C(C)n3nc(SCC(=O)NCc4occc4)nc3N=C2C)c(F)ccc1,val,1.0
Oc1cc(C2C(C#N)=C(N)SC(N)=C2C#N)ccc1,val,1.0
N(C(Cc1ccccc1)c1ccccc1)c1cnccc1,val,1.0
O=C(OCc1ccccc1)NC(c1ccccc1)C1(C)C(C(C(=O)NCCOC)C)C1,val,1.0
O=C(OCC)N1CCN(C(=O)C(CC)N2C(=O)c3c4c(sc3C(C)=N2)cccc4)CC1,val,1.0
S=C1N(c2ccc(OC)cc2)C(CNC(=O)c2cc(OC)c(OC)c(OC)c2)=NN1,val,1.0
O=C1N=C(NN=Cc2ccc(N(CC)CC)cc2)NC(C)=C1,val,1.0
Clc1ccc(NC=Cc2c(C#N)c(SC)ns2)cc1,val,1.0
O=C(NCc1occc1)COC(=O)c1c(Nc2c(C)c(C)ccc2)cccc1,val,1.0
OC1C2c3c(c4OCOc4cc3)CN(C)C2c2c(cc3OCOc3c2)C1,val,1.0
O=C(N(C)C)c1ccc(-c2nc(NCc3cnccc3)c3c(n2)cccc3)cc1,val,1.0
N(Cc1ccccc1)c1nc(-c2cocc2)ncc1,val,1.0
O=C(Oc1c(C)c(C)ccc1)CN1C(=O)C2C(C1=O)C1CC2CC1,val,1.0
n1(-c2nc(-c3cnccc3)nc3c2cccc3)cncc1,val,1.0
O(C)c1nc2N(Cc3cc(OC)ccc3)C(=O)C=Nc2cn1,val,1.0
Clc1cc([N+](=O)[O-])c(C(=O)NCc2ccc(Cl)cc2)cc1,val,1.0
O=C(N1CCCC1)c1n(CCc2cc(O)c(O)cc2)c2c(c1)C1C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)CC1C2,val,1.0
O=C(NCC1(c2cc(OC)c(OC)cc2)CCCC1)C=Cc1occc1,val,1.0
Brc1c(Cn2c(C(=O)N3CCCC3)cc3c2CC2C3C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)C2)ccs1,val,1.0
O=C(N1CCCC1)c1n(Cc2cc(OC)c(O)cc2)c2c(c1)C1C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)CC1C2,val,1.0
O=C(Nc1c(C(=O)OCC)c(CC)c(C)s1)C=Cc1cc2OCOc2cc1,val,1.0
O(C)c1cc(Nc2nc3N(C(=O)C(C)=Nc3cn2)C2CC2)ccc1,val,1.0
O=C(NCCNc1nc(-c2c(C)onc2C)nc2c1cccc2)C,val,1.0
S=C(N(CCC#N)Cc1ccc(OC)cc1)NC(=O)c1ccccc1,val,1.0
O=C(NCC=C)c1cc2nc(c(-c3ccccc3)nc2cc1)-c1ccccc1,val,1.0
S(CC(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(=O)C)CSC12)c1ccncc1,val,1.0
ClC(Cl)(Cl)C(NC(=O)CCC)Nc1cc(C(F)(F)F)ccc1,val,1.0
O=[N+]([O-])c1c2[nH]c(C(=O)NN=C(C)c3cnccc3)c(-c3ccccc3)c2cc(C)c1,val,1.0
Fc1cc(F)cc(C=2C(=O)N(CCc3ccccc3)c3nc(N4CCN(C)CC4)ncc3N=2)c1,val,1.0
O=C(OCCC=1C(=O)N(c2ccccc2)NC=1C)c1ccc(C)cc1,val,1.0
S(C(=NCC)Nc1cc(F)ccc1)C1C(=O)N(c2ccc(OC)cc2)C(=O)C1,val,1.0
O(C)c1cc(NC=C2C(=O)NN=C2)ccc1,val,1.0
Clc1ccc(NC(=O)N(O)C2N(c3ccc(Cl)cc3)C(=O)N(CC(=O)NCC(=O)OC)C2(C)C)cc1,val,1.0
O=C(Nc1c(OC)ccc(OC)c1)Cn1nc(-c2cc(OCC)c(OCC)cc2)nn1,val,1.0
O(Cc1nc2c(cc1)cccc2)c1cc(C(O)CCCCC)ccc1,val,1.0
O=C(Oc1ccccc1)N1CC2(CN(c3ccncc3)CC2)CCC1,val,1.0
O=C(NC1CCCC1)C1CN(CCc2ccc(C)cc2)C(=O)C1,val,1.0
Cn1c2c(c(-c3oc(-c4ccccc4)nn3)c1)cccc2,val,1.0
O=[N+]([O-])c1c(OCc2oc(C(=O)Nc3n(Cc4ccccc4)c4c(n3)cccc4)cc2)cccc1,val,1.0
S(=O)(=O)(N(CC(=O)NN=Cc1ccc(F)cc1)c1c2ncccc2ccc1)c1ccc(C)cc1,val,1.0
Clc1c(C(=O)NN=Cc2ccc(C(=O)OC)cc2)ccc(C)c1,val,1.0
Ic1cc2C(=Cc3cc(Br)c(O)c(Br)c3)C(=O)Nc2cc1,val,1.0
Clc1c(C2C3(C(=O)c4c(OC3)cccc4)C3(N(C)C2)C(=O)Nc2c3cccc2)cccc1,val,1.0
O=C(NC1c2c(cccc2)CCC1)CN1C(=O)COc2c1cc(C)cc2,val,1.0
O=C(OCCc1ccccc1)C=Cc1cc(O)c(O)cc1,val,1.0
O=C(NC1CCC(C)CC1)CN1C(=O)COc2c1cc(C)cc2,val,1.0
O=C(Oc1ccc(C2C(C#N)=C(N)Oc3n[nH]c(C(C)(C)C)c23)cc1)c1occc1,val,1.0
O=[N+]([O-])c1cc(-c2[nH]c(c(-c3sccc3)n2)-c2sccc2)ccc1,val,1.0
Fc1ccc(CC2(C(=O)OC)N(C(=O)c3ccccc3)CC3C2c2c(n(CCO)c(C(=O)N4CCCC4)c2)C3)cc1,val,1.0
O(C)c1cc(-c2nc(NCc3ncc(C)nc3)ccn2)ccc1,val,1.0
O(CC)c1c(OCC)ccc(Cc2nccc3c2cc(OCC)c(OCC)c3)c1,val,1.0
P(=O)(Oc1c(F)cccc1)(Oc1c(F)cccc1)Nc1ccc(C)cc1,val,1.0
S=P1(N(C(=O)OCC)c2ccccc2)OC(C)CO1,val,1.0
O=C(N1CC2(CN(CC(C)C)CC2)CCC1)c1ccncc1,val,1.0
O=C(NN=C1N(Cc2cc3OCOc3cc2)C(=O)CS1)c1cc(OC)c(OC)cc1,val,1.0
S(CC(=O)Nc1c(C)ccc(F)c1)c1n(CC)c(CNC(=O)COc2ccc(C(C)C)cc2)nn1,val,1.0
O(C)c1c(CNc2ncnc(-c3c(OC)cccc3)c2)ccc(OC)c1,val,1.0
O(C)c1nc2N(Cc3cc(OC)ccc3)C(=O)C(c3sccc3)=Nc2cn1,val,1.0
O=C(N(C)C)c1ccc(-c2c(NCCc3[nH]cnc3)ncnc2)cc1,val,1.0
O(CCN1C(=O)C(c2ccccc2)=Nc2c1nc(Nc1ccccc1)nc2)C,val,1.0
O=C(N1CC2(CN(c3ncccn3)CC2)CCC1)c1nnsc1,val,1.0
C[n+]1c2c3c(cc4OCOc4c3)ccc2c2c(c3OCOc3cc2)c1,val,1.0
Clc1c(CN2C(=O)N3N(C2=O)CCC2C(=NOCc4ccccc4)C4OC4C(O)C32)cc2OCOc2c1,val,1.0
O(C)c1cc(-c2nc(-c3cnccc3)on2)ccc1,val,1.0
O=C(Oc1ccccc1)N1CCC2(CN(c3ccc(-c4ccccc4)cc3)CCC2)CC1,val,1.0
S(=O)(=O)(N1c2c(N3C(C1)CCC3)ccc(C(F)(F)F)c2)c1ccc(OC)cc1,val,1.0
Fc1c(NC(=O)Cn2c(-c3ncsc3)nc3c2cccc3)cc(F)cc1,val,1.0
S(=O)(=O)(NC(C=NOCC(C(OCc1ccccc1)C(C)C)C)C(C=CCC(=O)OC)C)c1ccc(C)cc1,val,1.0
O(C)c1ccc(Oc2nc3N(CCC#N)C(=O)C(c4ccccc4)=Nc3cn2)cc1,val,1.0
O(C)c1c(-c2[nH]c3C(=O)N(C)C(=O)N(C)c3n2)ccc(OC)c1,val,1.0
O=C(CCCOC=1c2c(N(C)C(=O)C=1)cccc2)N1CC(C(=O)OCC)CCC1,val,1.0
Clc1cc(NC(=O)c2c(OS(=O)(=O)N(C)C)ccs2)ccc1,val,1.0
Brc1c(OCC(=O)NNC(=O)Nc2ccccc2)ccc2c1cccc2,val,1.0
O=C(N1CC2(CN(c3ccncc3)CC2)CCC1)c1nnsc1,val,1.0
O=C(N1CCC2(CC1)CCN(c1ccncc1)CC2)c1ccncc1,val,1.0
FC(F)(F)C1(NC(=O)CC(C)C)C(=O)N(Cc2ccccc2)C2=C1C(=O)CC(C)(C)C2,val,1.0
O=C1N(c2ccc(C)cc2)C2=C(C(=O)CC(C)(C)C2)C(c2cscc2)C1,val,1.0
Clc1ccc(C=2C(=O)N(CCC#N)c3nc(OC)ncc3N=2)cc1,val,1.0
Clc1ccc(C=NNc2nnc(-c3[nH]ccn3)c3c2cccc3)cc1,val,1.0
O(CCN(C)C)c1ccc(C(=C(CC)c2ccccc2)c2ccccc2)cc1,val,1.0
O=C(NCCc1c(Cc2ccccc2)[nH]c2c1cccc2)CCCC,val,1.0
P(=O)(OCC)(OCC)c1c(NCc2ccccc2)oc(C=Cc2ccccc2)n1,val,1.0
S(CC1SC(c2ccc(OC)cc2)=NC1)C1=NC=CC(=O)N1,val,1.0
O=C(NN)c1ccncc1,val,1.0
S(=O)(=O)(N1CCNCC1)c1c2c(cncc2)ccc1,val,1.0
O=C(NC1CCCC1)C(N(C(=O)Cc1sccc1)Cc1ccccc1)c1cscc1,val,1.0
N(Cc1occc1)(C)c1ncnc2c1cc(-c1cc3OCOc3cc1)cc2,val,1.0
O(C)c1cc(-c2nc(N(Cc3occc3)C)c3c(n2)cccc3)ccc1,val,1.0
FCCn1c(C(=O)N(C)C)cc2c1CC1C2C(C(=O)OC)(Cc2ccc(OC)cc2)N(C(=O)c2ccccc2)C1,val,1.0
O=C(N(C)C)c1n(CCc2ncccc2)c2c(c1)C1C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)CC1C2,val,1.0
O=C1N(C2CC2)c2nc(N3CCNCC3)ncc2N=C1c1ccccc1,val,1.0
O=C(OCC#C)NC(C=CCCCC)c1ccccc1,val,1.0
O(CCN1C(=O)C(CCc2ccccc2)=Nc2c1ncnc2)C,val,1.0
N(=Cc1c(C)n(c(C)c1)-c1cc(C)ccc1)n1cnnc1,val,1.0
Clc1ccc(-n2c(C=3C(=O)c4c(N(CC)C=3)cccc4)nnn2)cc1,val,1.0
Brc1ccc(C2=NN(S(=O)(=O)C)C(c3cc4OCOc4cc3)C2)cc1,val,1.0
O=C(Nc1ccc(N(C)C)cc1)c1c(C)oc(-c2ccccc2)c1,val,1.0
O=C(OC1C2(OC(=O)C)C(C)(C)C2C2C(O)(C1C)C1C(O)(C(=O)C(C)=C1)CC(CO)=C2)CCCCCCCCCCCCC,val,1.0
O=C(NC(C(O)c1ccccc1)CN1CCOCC1)CCCCCCCCC,val,1.0
Clc1c(-c2cc3c(NCc4cnccc4)ncnc3cc2)cccc1,val,1.0
N#Cc1cc(-c2cc3c(N4CCNCC4)ncnc3cc2)ccc1,val,1.0
Fc1cc(NC(=O)N2CC3(CCN(C(=O)c4ccc(OC)cc4)CC3)CCC2)ccc1,val,1.0
Clc1c(C(=O)Nc2sccn2)sc2c1ccc(Cl)c2,val,1.0
O=C(N1CCCC1)c1n(CCc2c3c([nH]c2)ccc(OC)c3)c2c(c1)C1C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)CC1C2,val,1.0
O=C(NCC1OCCC1)c1c(N)n(-c2ccccc2)c2nc3c(nc12)cccc3,val,1.0
S(CC(=O)N(C(C)C)C(C)C)c1n(-c2ccccc2)c2c(n1)cccc2,val,1.0
O=C(NN=Cc1c(-c2ccccc2)nn(-c2ccccc2)c1)c1cc2OCOc2cc1,val,1.0
O=C(Cn1c(C(=O)OCC)cc2n(C)ccc12)N1CC(C)CCC1,val,1.0
O=C(OCC)c1c(C)[nH]c2c1cc(O)c1c2cccc1,val,1.0
S(CC(=O)Nc1cc2OCCOc2cc1)C=1N(CC)C(=O)C=2SC(C)CC=2N=1,val,1.0
O=C(NC(C)(C)C)C(N(C(=O)Cn1nc(-c2sccc2)nn1)c1cnc2c(c1)cccc2)CC,val,1.0
O=C(N1C(C(=O)OC)(Cc2ccc(OC)cc2)C2C(=C)C(=O)C=C2C1)c1ccccc1,val,1.0
Clc1c(CN2C(=O)C=C(N3CCCCC3)C(c3ccccc3)=N2)cccc1,val,1.0
O=C1N(CCc2ccccc2)c2nc(N3CCOCC3)ncc2N=C1C,val,1.0
Fc1ccc(C=2C(=O)N(CCOC)c3nc(Nc4cc(OC)ccc4)ncc3N=2)cc1,val,1.0
FC(F)(F)c1c(-c2c(NCCNC(=O)C)ncnc2)cccc1,val,1.0
ClC=1C(=O)N(C(=O)C=1Nc1c(OC)ccc(C)c1)C1CCCCC1,val,1.0
CC1N(c2nc(-c3ccncc3)nc3c2cccc3)CCCC1,val,1.0
O(C)c1c(CNc2nc(-c3cc(OC)ccc3)nc3c2cccc3)ccc(OC)c1,val,1.0
FC(F)(F)c1cc(CN(C)C)c(C(O)(c2ccccc2)c2ccccc2)cc1,val,1.0
O=C(NC1CCCCC1)N1CC(c2onc(-c3sccc3)n2)CCC1,val,1.0
S(Cc1cc2C(C)=CC(C)(C)Nc2cc1)c1ccccc1,val,1.0
S(CC(=O)c1cc(OC)c(NC(=O)CC)cc1)C=1N(CC2OCCC2)C(=C2C=CC(=O)C=C2)NN=1,val,1.0
S(Cc1cc2OCOc2cc1)C=1N(CC=C)C(=O)c2c(-c3occc3)csc2N=1,val,1.0
Fc1cc2nc3c([nH]c4c3cccc4)nc2cc1,val,1.0
N(Cc1sccc1)c1nc(-c2cc3OCOc3cc2)ncc1,val,1.0
Clc1cc2N(C)C(=O)C=C(SCC(=O)NCCCN3CCOCC3)c2cc1,val,1.0
O=C(OCc1ccc(OC)cc1)NN=C(CC(=O)Nc1c(C)cc(C)cc1C)C,val,1.0
O=C(OCC)c1c(n(-c2c(N)non2)nn1)-c1ccccc1,val,1.0
ClC1=CC2=C(c3sccc3)NN=C(c3cnccc3)N=C2C=C1,val,1.0
O=C(OCC(=O)c1ccccc1)Cc1c2c([nH]c1)cccc2,val,1.0
Fc1ccc(C(=O)C=Cc2cc3OCOc3cc2)cc1,val,1.0
O=C(NCCC=1C(=O)Nc2c(OC)ccc(OC)c2C=1)COc1ccccc1,val,1.0
S(CC(=O)NC1CC1)c1n(C)c(-c2cc(NC(=O)c3c(F)cccc3)ccc2)nn1,val,1.0
S(=O)(=O)(N1CCC(C(=O)N2c3n(c4c(n3)cccc4)CC2)CC1)c1c2nsnc2ccc1,val,1.0
O=C(C)c1c(C)n(-c2nc(OC)nc(N(CCCC)CCCC)n2)nn1,val,1.0
S=C=Nc1cc2nc(Cc3ccc(OCC)cc3)n(CCN(CC)CC)c2cc1,val,1.0
Clc1c(C)ccc(NC(=O)c2c(OC(C(=O)Nc3ccc(OCC)cc3)C)cccc2)c1,val,1.0
Clc1c(Cl)ccc(C2C=3C(=O)C(CN(C)C)CCC=3OC3=C2C(=O)C(CN(C)C)CC3)c1,val,1.0
Clc1cc(Cl)cc(-c2oc(C)c(C(=O)NCCc3ccc(OC)cc3)c2)c1,val,1.0
Clc1ccc(N2C(N3CCCC3)=Nc3c(C2=O)cccc3)cc1,val,1.0
O=C(N1CCC2(CN(Cc3ccncc3)CCC2)CC1)c1ccncc1,val,1.0
Fc1ccc(CC2(C(=O)OC)N(C(=O)c3ccccc3)CC3C2c2c(n(Cc4nn(C)c(C)c4)c(C(=O)N4CCCC4)c2)C3)cc1,val,1.0
N#Cc1cc(-c2c(NCCc3[nH]cnc3)ncnc2)ccc1,val,1.0
Clc1cc2C(=C3N(c4ccccc4)NN=N3)C=Nc2cc1,val,1.0
O=C(NCCCCc1ccccc1)C(C#N)=Cc1cc(O)c(O)cc1,val,1.0
O=S1(=O)CC(NC=C2C(=O)N(c3cc(C)cc(C)c3)C(=O)c3c2cccc3)CC1,val,1.0
FC(F)(F)c1cc(C(F)(F)F)cc(C(=O)N2CCC3(CN(C(=O)Nc4ccccc4)CCC3)CC2)c1,val,1.0
Brc1ccc(N2C(=O)C(=Cc3sccc3)C(C)=N2)cc1,val,1.0
O=[N+]([O-])c1c(Nc2c(C)c(C)ccc2)c2ncccc2c([N+](=O)[O-])c1,val,1.0
Clc1ccc(Sc2oc(C=C3C(=O)N(CC)C(=NCC)S3)cc2)cc1,val,1.0
Clc1c(Cl)cccc1N(S(=O)(=O)C)CC(=O)NN=Cc1sccc1,val,1.0
Clc1c(-c2nc(NCc3cnccc3)c3c(n2)cccc3)cccc1,val,1.0
O(C)c1cc(CN2C(=O)C=Nc3c2nc(N2CCOCC2)nc3)ccc1,val,1.0
O=C(Nc1sccn1)c1oc(COc2cc(C)c(C)cc2)cc1,val,1.0
N1(c2cc(-c3ccccc3)ccc2)CC2(CCNCC2)CCC1,val,1.0
O(c1nc2N(CCC#N)C(=O)C(CCc3ccccc3)=Nc2cn1)c1ccccc1,val,1.0
O=C(NNC(=O)c1cc(OC)c(OC)cc1)Cc1ccc(-c2ccccc2)cc1,val,1.0
S(=O)(=O)(N1CC2(CN(c3ncccn3)CC2)CCC1)c1ccccc1,val,1.0
O=C1N(CCc2ccccc2)c2nc(N3CCN(C)CC3)ncc2N=C1c1c2c(n(C)c1)cccc2,val,1.0
Clc1c2c(c(S(=O)(=O)NCCCCCCCCCCN)ccc2)ccc1,val,1.0
Clc1c(-c2nc(NCCN3CCOCC3)ccn2)cccc1,val,1.0
O=C(OCc1ccccc1)NC(C(=O)NC(C=O)CCCC)CC(C)C,val,1.0
O=C(Cn1c(C(=O)OC(C)C)cc2n(C)ccc12)N1CCC(Cc2ccccc2)CC1,val,1.0
S(=O)(=O)(N1CC(C)CC(C)C1)N1CCC(C(=O)NCCc2cc(OC)c(OC)cc2)CC1,val,1.0
O=C(OC)C1C(=O)C=2C(c3cc(C)ccc3)CC(=O)NC=2CC1C,val,1.0
O(C)c1cc2c(CCNc3c(-c4cc5OCOc5cc4)cncn3)c[nH]c2cc1,val,1.0
Fc1ccc(CCN2C(=O)C(=CNCCCN3CCOCC3)C(=O)NC2=O)cc1,val,1.0
Clc1c(Nc2c([N+](=O)[O-])cc3C(=O)N(CCO)C(=O)c4c3c2ccc4)cccc1,val,1.0
S(=O)(=O)(CCC(=O)Nc1sc2c(n1)CCCC2)c1ccc(C)cc1,val,1.0
O=[N+]([O-])c1cc(C(=O)c2c(C)cc(C)cc2)c(N2CCOCC2)cc1,val,1.0
S=C(Nc1c(OCC)cc(NC(=O)c2ccc(C)cc2)c(OCC)c1)Nc1cc(OC)ccc1,val,1.0
S(=O)(=O)(C)N1CCC2(CN(C(=O)Nc3ccc(OC)cc3)CCC2)CC1,val,1.0
S(Cc1c(C)cccc1)c1n(Cc2occc2)c(-c2sccc2)nn1,val,1.0
S(CC(=O)c1cc([N+](=O)[O-])ccc1)c1n(CC=C)c(Cc2ccc(OC)cc2)nn1,val,1.0
Clc1c(OC(C)C)cc(N2C(=S)Nc3c(C2=O)cccc3)c(Cl)c1,val,1.0
O=C(C(C#N)=Cc1cc(O)c(O)cc1)c1cc(O)c(O)cc1,val,1.0
S(=O)(=O)(NC(C(=O)NC(CC)C)c1ccccc1)c1c2nsnc2ccc1,val,1.0
O(C)c1c(-c2nc(N3CCN(C)CC3)ccn2)cccc1,val,1.0
S=C1N(CC)C(=O)C(CC(=O)Nc2ccc(OC)cc2)N1Cc1cnccc1,val,1.0
Brc1c(C)n(C(C(=O)Nc2sccn2)C)nc1[N+](=O)[O-],val,1.0
Clc1ccc(C(NS(=O)(=O)c2c3ncccc3ccc2)C2(CCC)C(CCC)C2)cc1,val,1.0
O=C(Nc1c(C)ccc(-c2[nH]c3c(n2)cccc3)c1)c1cc2OCOc2cc1,val,1.0
S(CC(=O)N1c2c(cccc2)CC1)c1scc(-c2ccccc2)n1,val,1.0
O(C)c1c(CNc2ncnc3c2cc(-c2c(CN(C)C)cccc2)cc3)cccc1,val,1.0
S(CC(=O)Nc1ccccc1)c1n(-c2ccc(OC)cc2)ccn1,val,1.0
O(C)c1cc(Nc2nc3N(CC4OCCC4)C(=O)C(c4c5c(n(C)c4)cccc5)=Nc3cn2)ccc1,val,1.0
Fc1cc(F)cc(C=2C(=O)N(Cc3sccc3)c3nc(N4CCNCC4)ncc3N=2)c1,val,1.0
O=C(Nc1c(-c2n(CC)c3c(n2)cccc3)non1)c1ccccc1,val,1.0
S=C(NCC)N1CCC(NC(=O)C2CCCCC2)CC1,val,1.0
O=C(Nc1cnccc1)COC=1c2c(N(CC)C(=O)C=1)cccc2,val,1.0
C(CC)Cc1c2c([nH]c3c2cccc3)nc2c1cccc2,val,1.0
O=C(N1CC2(CN(Cc3ccncc3)CC2)CCC1)c1nnsc1,val,1.0
O=[N+]([O-])c1c(C=NNC(=O)c2c(C)nc3n2C=CC=C3)cccc1,val,1.0
Brc1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,val,1.0
Brc1cc(CNc2n(CC)c3c(n2)cccc3)c(NS(=O)(=O)c2ccc(C)cc2)cc1,val,1.0
O=[N+]([O-])c1cc(C=C(NC(=O)C2CCCCC2)C(=O)Nc2ccc([N+](=O)[O-])cc2)ccc1,val,1.0
S(C(CN)(C)C)Cc1ccccc1,val,1.0
S(=O)(=O)(NC(C=NOCC(O)COCc1occc1)C(C=CCC(=O)OC)C)c1ccc(C)cc1,val,1.0
O=C(OCC1C(Oc2ccc(C)cc2)C=CC(C#Cc2ccccc2)O1)CCC(=NOC(C)c1nnn(C2C(O)COC2)c1)C,val,1.0
Oc1ccc(CCNC=2N=C(N)n3nc(-c4occc4)nc3N=2)cc1,val,1.0
O=C(N(C)C)c1ccc(-c2nc(NCc3c(OC)cccc3)ccn2)cc1,val,1.0
Clc1cc(C=2C(=O)N(CCc3c(OC)cccc3)c3ncncc3N=2)ccc1,val,1.0
Clc1ccc(N2C(=O)C=3C(c4ccc(Cl)cc4)NC(=S)NC=3NC2c2ccc(Cl)cc2)cc1,val,1.0
Brc1c(C(NC(=O)c2cc(Br)ccc2)C)cc(OC)c(OC)c1,val,1.0
O=C(N1CC2(CN(c3ccccc3)CC2)CCC1)c1nnsc1,val,1.0
FC(F)(F)C(=O)C(C(=O)c1sccc1)=CNc1ccc(C)cc1,val,1.0
O=C(N1CCCC1)c1n(CCN2CCOCC2)c2c(c1)C1C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)CC1C2,val,1.0
O=C1N(C)c2c(C1=C(C#N)c1[nH]c3c(n1)cccc3)cccc2,val,1.0
O=C(CC(c1c(O)c(C)ccc1)c1ccccc1)N1CCCC1,val,1.0
O(C)c1cc2c(CCNc3c(-c4c(C)cccc4)cncn3)c[nH]c2cc1,val,1.0
Clc1c(COc2c(OC)cc(CNCCN3CCOCC3)cc2)cccc1,val,1.0
Brc1c(C=NNC(=O)Cc2c([N+](=O)[O-])cc(C(F)(F)F)cc2)cc(OCC)c(OC)c1,val,1.0
Clc1c(CN2C(=O)C(C(=O)NNC(=S)NCC)=CC=C2)ccc(Cl)c1,val,1.0
FC(F)(F)c1c(-c2c(NCc3sccc3)ncnc2)cccc1,val,1.0
FC(F)(F)c1cc(C(F)(F)F)cc(CN2CC3(C2)CCN(C(=O)c2ccncc2)CC3)c1,val,1.0
O=C(OC1C2C(CCC3OC(=O)CC(O)C3)C(C)C=CC2=CCC1)C(CC)C,val,1.0
O=[N+]([O-])c1c(C(=O)Nc2cc(Oc3cnccc3)cc([N+](=O)[O-])c2)nn(C)c1,val,1.0
O=C(NCc1cc(OC)c(OC)cc1)Nc1sccc1,val,1.0
O=C(NCCNc1c(-c2ccc(N(C)C)cc2)cncn1)C,val,1.0
N(Cc1ncc(C)nc1)c1nc(-c2cnccc2)ncc1,val,1.0
FC(F)(F)c1cc(C(F)(F)F)cc(C(=O)N2CC3(CN(Cc4ccc(C#N)cc4)CC3)CCC2)c1,val,1.0
O=C(NCc1cnccc1)C1C2c3c(cccc3)C(c3c2cccc3)C1,val,1.0
O=C(Nc1ccc(OC)cc1)COC(=O)c1c(C)onc1-c1ccccc1,val,1.0
O=C(OCC)C(C(=O)OCC)=CNCC(=O)O,val,0.0
O=C(NC(C)C)N1CCC2(CC1)CCN(C(=O)c1n(C)ccc1)CC2,val,0.0
S(=O)(=O)(CC=1C(=O)NC(=O)NC=1)CC=1C(=O)NC(=O)NC=1,val,0.0
S(CCC(NC=C1C(=O)OC(C)(C)OC1=O)C(=O)O)C,val,0.0
Fc1ccc(C(O)C(=O)O)cc1,val,0.0
Clc1cc(C(=O)NC2C3CCN(C2)CC3)c2OCC(=O)N(C)c2c1,val,0.0
Clc1c(NC(=O)CCCC)cc(C(=O)NCCc2ccccc2)cc1,val,0.0
O=C(N)CC=CCC(=O)N,val,0.0
O=[N+]C(C)=C1N(Cc2ccccc2)C=CC=C1,val,0.0
O=C(OCC)NN=C1C2C(C(O)C(O)C1)C1C(=O)N(CC)C(=O)C1CC2,val,0.0
S=C(NCc1occc1)N1CCN(Cc2occc2)CC1,val,0.0
