smiles,group,CYP2C9-sub
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@H]3OC(=O)C[C@H](O)C3)[C@@H](C)C=CC2=C[C@H](C)C1)C(CC)(C)C,val,0.0
O=C1N(C)CC(=O)N2[C@H](c3cc4OCOc4cc3)c3[nH]c4c(c3C[C@H]12)cccc4,val,0.0
O=C1[C@@H](Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)SCN1,val,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@@H]2O[C@H](c3sccc3)OC[C@H]2O1)[C@H]1[C@@H]2[C@@H]([C@H](c3cc(OC)c(O)c(OC)c3)c3c1cc1OCOc1c3)C(=O)OC2,val,0.0
P(=O)(O)(O)CO[C@@H](Cn1c2ncnc(N)c2nc1)C,val,0.0
S(=O)(=O)(Nc1c(Oc2c(OC)cccc2)c(OCCO)nc(-c2cc(-c3n[nH]nn3)ncc2)n1)c1ncc(C(C)C)cc1,val,0.0
S(=O)(=O)(N(C)C)c1cc2/C(=C/CCN3CCN(C)CC3)/c3c(Sc2cc1)cccc3,val,0.0
O=C(CN1CCN(c2nc(N3CCCC3)nc(N3CCCC3)c2)CC1)[C@H]1[C@H](C)C[C@@H]2[C@]1(C)CC=C1[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,val,0.0
N[C@H]1[C@H](c2ccccc2)C1,val,0.0
Clc1c(C2=NCc3n(c(C)nn3)-c3c2cc(Cl)cc3)cccc1,val,0.0
C(=C\CN1CCCC1)(\c1ncccc1)/c1ccc(C)cc1,val,0.0
ClCCN(CCCl)P1(=O)N(CCCl)CCCO1,val,0.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C=O)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,val,0.0
FC(F)(F)C=1c2c(OC(=O)C=1)cc(OCC)cc2,val,1.0
O(C)c1cc2Oc3c([C@@]4(OC(=O)c5c4cccc5)c2cc1)ccc(O)c3,val,1.0
O=C(Oc1c(C(=O)O)cccc1)C,val,1.0
O=C1N(N(C)C(C)=C1)c1ccccc1,val,1.0
c12c3c4ccc1c1c(cc2ccc3ccc4)cccc1,val,1.0
FC(F)(F)C=1c2c(OC(=O)C=1)cc(OCc1ccccc1)cc2,val,1.0
C(=C)C1OC1,val,1.0
S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(C)cc3)cc(C(F)(F)F)n2)cc1,val,1.0
N#Cc1cc2N(C[C@@H](CN(C)C)C)c3c(Sc2cc1)cccc3,val,1.0
O[C@]1(C#C)[C@]2(CC)[C@H]([C@H]3[C@H](C(=C)C2)[C@@H]2C(=CCCC2)CC3)CC1,val,1.0
O=C(N)[C@@](CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,val,1.0
Clc1cc(N2CCN(CCCN3C(=O)N(CC)C(CC)=N3)CC2)ccc1,val,1.0
Fc1ccc(C(N2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,val,1.0
S(=O)(=O)(NC(=O)NN1C[C@H]2[C@@H](C1)CCC2)c1ccc(C)cc1,val,1.0
Clc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,val,1.0
O=C1[C@H]2Oc3c(O)ccc4c3[C@]32[C@@H]([C@@H](N(C)CC3)C4)CC1,val,1.0
Clc1ccc(-c2c(CC(=O)O)n3c(c2-c2ccccc2)CC(C)(C)C3)cc1,val,1.0
Clc1cc2C(c3c(F)cccc3)=NCc3n(c(C)nc3)-c2cc1,val,1.0
S(C)c1[nH]c(c(-c2cc(N[C@H](C)c3ccccc3)ncc2)n1)-c1ccc(F)cc1,val,1.0
O=NN(CCC)CCC,val,1.0
O=NN(CCCC(=O)c1cnccc1)C,val,1.0
Clc1c2c(c(O)c(C(=O)N[C@H](C(=O)O)Cc3ccccc3)c1)C(=O)O[C@@H](C)C2,val,1.0
C(=C\C=1N(C)CCCN=1)\c1sccc1,val,1.0
O(C)c1cc2c([C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,val,1.0
O=C(OCc1scnc1)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(C(C)C)sc1)C)C(C)C)Cc1ccccc1)Cc1ccccc1,val,1.0
S(=O)(=O)(N(C)c1nc(C(C)C)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)n1)C,val,1.0
O=C1N2C(=Nc3c1cccc3)c1[nH]c3c(c1CC2)cccc3,val,1.0
O(C)c1c(O)cc(C2=C(O)C(=O)c3c(O)cc(O)cc3O2)cc1,val,1.0
ClCCN(N=O)C(=O)NCCS(=O)(=O)N(C)C,val,1.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1,val,1.0
O(C)c1c(OC)ccc([C@](C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1,val,1.0
O=C(NCc1cc(OC)c(O)cc1)CCCCC=CC(C)C,val,1.0
O=C(O)[C@@H](NC(=O)C1CCC(C(C)C)CC1)Cc1ccccc1,val,1.0
